Movie,Review
Chinatown (1974),"While I don't care too much for Roman Polanski's style of direction(maybe I'll grow to like it eventually, maybe not), I can't deny that this is a truly great film. Jack Nicholson really shines through in his role, and his acting in this film perfectly fits the character... his shark smile, his voice, his tone... all of it, perfect. I always thought, when watching films with Nicholson, that he'd make a great lead in a noir film, so when I found this film and discovered that it was indeed noir, I naturally saw it as soon as possible. I found the film to have a slightly slower pace than what I would have preferred or expected, but apart from that minor detail, it was flawless. The plot is great, and thoroughly interesting and involving. The pacing, while not fast all the time, is more than acceptable. There are sequences that are really intense and exciting. The acting is great... like I said earlier, Nicholson shines through and really takes this character and makes him his own. The characters are well-written and credible. The special effects are well-done and still hold up pretty well. The dialog is very well-written and memorable. There are quite a few quotable lines, as well. The cinematography is good, and even when the plot doesn't move a lot, Polanski keeps our interest through interesting angles and sequences. I liked that there was often something subtle going on in the background, while we're focusing on what's directly in front of us. While Polanski certainly doesn't possess the attention to detail that Kubrick does, he manages to put a good bit of detail into many of the shots, and there is fairly little left to coincidence or chance, much like Kubrick. The film has a few twists that are quite good, and they come as surprises... I don't think I really saw them coming, and I doubt anyone would be able to. Of course, some might not find the twists to be that impressive, but the story stands on it's own nicely as well. This is a great movie, which should be seen by just about anyone who can take it(it's more than just casually adult in nature, even though there's not that much violence or sex in it). I recommend this film to anyone who enjoys film noir, watching Jack Nicholson in perfect shape in a role that was tailor-made for him, a good mystery, Roman Polanski's direction and just a good movie with a more adult tone that many others. 10/10"
Stand by Me (1986),"I saw Stand By Me yesterday for the first time in one and a half years, (I'm 17) and I absolutely loved it, and it is definitely one of my favourite Stephen King adaptations. I will say I absolutely loved Shawshank Redemption, and despite the fact that it was unfaithful to the book, and badly flawed, I liked It too.

Stand By Me, based on the novella by Stephen King, which I admit I haven't read, not only has a wonderfully engaging story, but it is both funny and moving. This is helped by the strong and wholly believable performances from the entire cast that include Kiefer Sutherland, John Cusack, Wil Wheaton, Corey Feldman, Jerry O'Conell and River Pheonix especially.

The script was very well-crafted, and the film tells brilliantly of the values of friendship and standing together. Other strengths were the beautiful photography and the fine direction from Rob Reiner. But what impressed me most about Stand By Me was not only its nostalgic feel, but despite the hour and a half running time, the characters particularly Chris were so well developed. And I mustn't forget the beautiful song Stand By Me over the end credits.

A beautiful, unforgettable film, with a definite 10/10. Bethany Cox."
M (1931),"An expertly written & masterfully executed example of genre-filmmaking that was far ahead of its time back when it was released and which even today is counted amongst the greatest & most influential works of world cinema, Fritz Lang's M is an intriguing character study that paints an interesting portrait of a serial killer & is a biting criticism of a negligent society as well.

The story of M concerns a serial killer who preys on children & presents an underworld society whose usual business is disrupted due to the everyday raids carried out by the police to apprehend the killer-on-loose. Driven by police's continued failure & increasing losses in their business, the criminal bosses ultimately decide to take matters in their own hands & try to capture the killer all by themselves.

Directed by Fritz Lang, this is the film that the esteemed director called his finest & it's not really difficult to see why. The screenplay & direction brims with creativity, the suspense is wonderfully created & utilized, black-n-white photography is crisp & inventive, editing never lets the story settle down, score & sound effects work in seamless harmony, and Peter Lorre steals the show with a highly compelling performance.

On an overall scale, M is a cinematic treasure that has innovation written all over it. Whether it's the narrative style, leitmotifs, camera angles, sound mixing, symbolism or expressions, the contribution this German classic has made in the world of filmmaking is groundbreaking. A thought-provoking & well-researched study into the mind of a disturbed character, M is a strong meditation on the morals of right & wrong, that has a lot to say about our very own society.

Thoroughly recommended."
"Manchurian Candidate, The (1962)","Wow! I was expecting right wing propaganda, or possibly even (a distant outside chance) left wing propaganda: I certainly wasn't expecting THIS. It isn't propaganda at all. Deriving any kind of message at all from the film is difficult - one might be tempted to conclude that we ought to never trust people who cry cheap political insults like ""communist!"" or ""fascist!"" or ""racist!"" at the first opportunity, but that's just a thought. At any rate, in order to get a message we have to think about the story for ourselves, very carefully, which makes it the very opposite of propaganda.

Here's another bit of advice: don't make the mistake, as I did, of thinking now and then that Frankenheimer is drifting from the point. He knows exactly what he's doing at all times. Whenever it seems he's offering some interesting diversion from the main story he's really telling the main story by other means. How good the story is I cannot convey without saying too much. Probably the central conceit everyone knows already, which was why Frankenheimer was right to spill most of the beans as soon as possible - but he does has one or two in reserve. One great thing about the story is that it doesn't rely at all on us thinking it likely.

Everyone, from composer to cameraman, did a fine job, and the cast does an even finer one. Angela Lansbury gives the performance of her life. Frank Sinatra I had never seen in a movie before, and I was surprised to discover that he can act - very well, too. It permeates down to the minor roles. Leslie Parrish as the charming innocent is certainly charming, but also subtle. ""The Manchurian Candidate"" would easily be the best of its kind even if it weren't the only of its kind."
Pump Up the Volume (1990),"In a career dotted with offbeat and quirky roles Christian Slater was at his most offbeat and quirky in Pump Up The Volume. Slater plays a young transfer student from an eastern high school to a new school in Arizona. His Clark Kent persona is a mild mannered wallflower type. But his father made the mistake of giving him a short wave radio set to keep in touch with friends back east who are presumably ham radio operators. What Slater does is create his own pirate radio station and starts with another whole personality of disc jockey Harry Hardon. Slater's other self isn't Superman, he's more like a teenage version of Howard Beale from Network.

He's amusing at first until one of the students commits suicide after calling in and Slater does little to discourage his intentions. That's a hard call to make, even professionals miss telltale signs of that kind of serious depression.

But when Slater starts disrupting the power structure in the person of principal Annie Ross, the hunt is on with even the Federal Communications Commission brought in to track down this broadcasting felon. Imagine Nurse Ratched from One Flew Over The Cuckoo's Nest as a school principal and you've got Ross.

The main weakness of Pump Up The Volume is that Slater and Ross create the only two memorable characters. All the rest are strictly in support, we get no insights into any of the rest of the cast. But these two are memorable characters. A teenage mad prophet of the air and a school principal from hell.

Pump Up The Volume is a staple for Christian Slater fans."
Arsenic and Old Lace (1944),"On Halloween day, the writer and drama critic Mortimer Brewster (Cary Grant) secretly marries his next door neighbor Elaine Harper (Priscilla Lane) and they decide to travel to Niagara Falls in honeymoon. Mortimer has written many books criticizing the institution of marriage and his weeding would be a scoop for the reporters and paparazzos.

Mortimer and Elaine take a taxi to Brooklyn to bring their luggage and Mortimer visits his adorable elderly aunts Abby (Josephine Hull) and Martha Brewster (Jean Adair), who raised him and are considered Good Samaritans in the neighborhood, renting rooms and giving meals to the poor. His aunts live with his insane brother Teddy (John Alexander), who believes that is Theodore Roosevelt and is digging locks for the Panama Canal in the basement of the house. When Mortimer is ready to go, he finds a dead body hidden in the window seat and his aunts explains that they have murdered the poor men for charity to stop their suffering serving wine spiked with arsenic and other poisons. Then Teddy buries the corpses in the locks believing that they had yellow fever.

Mortimer decides to send Teddy to the Happy Dale Sanatorium but things get worse when his other insane and cruel brother Jonathan Brewster (Raymond Massey), who had disappeared twenty years ago and has the face of Boris Karloff, unexpectedly appears in the house with his alcoholic partner, the plastic surgeon Dr. Einstein (Peter Lorre), expecting to find a place to dispose the corpse of his victim. The place transforms in a nuthouse.

""Arsenic and Old Lace"" is a hilarious screwball comedy by Frank Capra based on a theater play. The plot and the characters are very funny with Josephine Hull and Jean Adair performing two innocent serial-killers believing that the death of their victims is charity. Cary Grant exaggerates in his reaction and he seems to be crazier than his insane relatives, but the result is wonderful. My vote is eight.

Title (Brazil): ""Este Mundo é um Hospício"" (""This World is a Sanatorium"")"
Fried Green Tomatoes (1991),"Sometimes sad and sometimes amusing, ""Fried green tomatoes"" is the story of the woman's value. A imaginative and touching film about much things... things about life.

The movie talks about of several women that in spite of a hard and sad life caused by the indifference of people who perhaps never had such a big heart as them, they survive thanks to the love and the understanding.

Besides the beautiful plot, the performances of Kathy Bates, Jessica Tandy, Mary Louise Parker and Mary Stuart Masterson are more than special, are unique, exquisite and of course touching.

""Fried Green Tomatoes"" is a little of all. So, don't wait just tears, don't wait just laughs, don't wait just an overflow of feelings. This is not only a drama movie. This movie is more than that.

* Excuse me for mistakes in words."
High Noon (1952),"One of the first movies to use the ""real time"" gimmick, this western works really great. Of course back when it came out, this movie got into a lot of trouble. The movie was brand-marked as anti-American and was blacklisted. It even got disliked by John Wayne and Howard Hawks (who btw. apparently made Rio Bravo as an response to this very movie) very publicly!

Of course the movie is not a blueprint of how Westerns worked back then and does have some social criticism. But it's also something that makes it almost timeless. Because what it does point out (put yourself into the main characters shoes), is relevant today and I'm sure will be relevant in a couple of years too. It's about human nature and about society. One of the best movies made in that sense (in my eyes).

Of course I can understand that some people do not like this at all (the lack of ""action"", the lead actors behavior etc.), but you have to figure that out for yourself"
Candyman (1992),"You'd think perhaps from the title that the film wouldn't be as good as it turned out to be. Based on Clive Barker's excellent, intelligent and very chilling book, Candyman is a very good film.

The production values are great and very stylish. The cinematography is beautiful, and the setting and lighting is suitably atmospheric. The atmosphere also really helps, and the more disturbing bits do not thankfully come across as laughable or fake, thanks to the atmosphere and other factors it is genuinely chilling. Phillip Glass's hypnotic and goosebump-inducing score is also very effective, Bernard Rose directs brilliantly, the story is always gripping with Candyman's origins especially well done the dialogue is thought-provoking, intelligent and fits each scene accordingly.

The film is a good length and goes at a well-judged pace. The performances are impressive too, Virginia Madsen is simply terrific in a difficult role while Tony Todd is absolutely terrifying down from his posture to his voice. In fact, for me the only real downside was the ending, it was a sort of ""it's not over"" ending, and for me(I may be biased as I am not a fan of this type of ending) it felt tacky. In conclusion, an atmospheric horror film that delivers on pretty much every level. 8/10 Bethany Cox"
Cat People (1982),"Paul Schrader's version of Cat People is a movie that I've heard of, but never seen. After reading some of the reviews of the movie, I've decided to see on my own for the first time. I must say that I wasn't expecting a whole lot out of this movie because a lot of people who have seen it compared it to the original 1942 Val Lewton picture from RKO. Well, I was very impressed by this version of Cat People and I must say that it's a exceptionally well made, well acted psychological horror film.

Irena, (Nastassja Kinski), arrives in New Orleans, visiting her brother, Paul, (Malcolm McDowell), for the first time. As the movie begins, Schrader sets up the movie very well. Hundreds of years ago, the feline group of mysterious people, called the Cat People, have the ability to change into a black leopard after mating. Unknowable to Irena, Paul starts to develop a incestuous feeling toward her as in one scene, which is, one of the best scenes in the movie, he stalks her while she sleeps in his house for the first time.

Soon enough, Irena is given a job at the local zoo in New Orleans by Oliver Yates, (John Heard). Yates soon starts a relationship with Irena after he witnesses her watching a black leopard, roaming around its cage, milling for food. Irena doesn't tell Oliver about her family secret. Instead, the movie gets even better when Heard and Kinski start a relationship between the two while McDowell takes a turn of the worse, using his cat-like instinct to kill and prey on women, living in New Orleans.

Almost some of Paul Schrader's films walk a tightrope between sexual tensions. He never back away from that particular theme in Cat People. Schrader, as you may know, written the screenplay for Taxi Driver and also directed two feature films, Hardcore, which shares some of the same elements in this film and American Gigolo. His films are quite daring, but nevertheless, interesting and engaging.

Some people might look at this movie as a sleazy exploitation horror film. But, to the tell you the truth, it is not. This is a very good looking movie, with great cinematography, showcasing many colorful sets and sights in New Orleans. Some of the scenes are quite suspenseful, almost ranking up there with the Master of Suspense, Alfred Hitchcock. The imagery that is used in this movie are very well shot and photographed. One scene that sums it up at all up is when Kinski witnesses a leopard, tearing out a zookeeper's arm. What makes that scene work is that Schrader cuts that with a shot of a pool of blood, running through Kinski's shoes and into a drain in the floor of the zoo. That's very well done, indeed. You can almost feel the darkness and mystery of the picture itself, thanks to the superb music score by Giorgio Moroder.

Nastassja Kinski, I think, steals the movie, away from John Heard and Malcolm McDowell. She is one of the most interesting and mysterious actresses I've ever seen. She provides the movie with a spice of eroticism that lights up the scenes. You can't talk your eyes off of her nor ignore her. She is really something in this movie. Unlike so many other female characters in horror movies, she gives Irena a mind of her own when she develops sexual feeling toward the two completely different men. That's very daring for a actress to do in the movies.

Cat People is a very scary horror film that's very well made by Paul Schrader and also scored very effectively by Giorgio Moroder. An very good movie for adults to see. ★★★ 1/2 3 1/2 stars."
Nosferatu  1922),"I was a bit disappointed in this. I had seen a few of visuals that are sometimes shown because ""Count Orlok"" is so bizarre-looking, so I finally decided to check this famous German silent film out and see what all the fuss was about. Well, it was much ado about nothing, frankly.

Yes, Max Schreck as the Orlok-Dracula was fascinating to view. No one has ever quite duplicated his strange facial features in over 80 years of film-making, makeup or no makeup. That was worth some of the price of the rental, but the story wasn't. It just dragged too much and the other characters weren't much.

I did learn a few things, however, about Bram Stoker's Dracula tale that I don't believe I have heard in other Dracula movies, such as how many and why coffins of dirt accompanied the Dracula on his voyage. That, and a few other tidbits, were interesting, as were the different colored tints on the some of the scenes.

But, story-wise, it's a bit too dated and too slow for today's tastes, I'm afraid. Also, 84 minutes of a fairly-strong pounding of organ music can get to be a little much. Silent film purists will not like that last statement, as they seem to revere these scores, but, hey, all I can say is: ""bite me!"""
"Crucible, The (1996)","After watching ""The Crucible"", my feelings are mixed. This movie was an intense motion picture to watch and even more intense for me to interpret. The story itself is not hard to interpret, but trying to convey my feelings on it is difficult.

The story of ""The Crucible"" is very basic: a community, mad with hysteria, brings itself to its downfall. The story centers on Abigail Williams, played by Winona Ryder. She was the maid of John Proctor and his wife, Elizabeth, played by Daniel Day-Lewis and Joan Allen. Elizabeth suspects John of adultery with Abigail, so she and John agree to fire her. Abigail resorts to witchcraft to try and win John's heart, but when her uncle (the Reverend of their village's church) witnesses her dancing with other young girls of the community, she and her cousin are set into a panic. Their dancing was believed to be sinful and full of witchery. The next morning, Abigail's cousin Ruth is paralyzed in bed and this confuses the town. They think that the devil is the one to blame. This sets into motion the hysteria and suspicion of witchcraft and communication with the devil. No one in the village was safe from being condemned by Abigail and her dancing friends. The witch hysteria calls for immediate attention. Enter Judge Thomas Danforth, played by Paul Scofield. There are many trials and many innocent people getting accused of witchery, and no one is exempt, not even John or Elizabeth. The inevitable comes to pass.

I thought that this movie was poorly acted. There were some standouts in lead roles, but the supporting roles seemed to have been overlooked. There are four leads in this movie: John Procter, Abigail Williams, Elizabeth Proctor, and Judge Thomas Danforth. John Procter is played with lackluster enthusiasm by the great, two-time Academy Award Winning Daniel Day-Lewis. He seems to lack passion or care until the last scene, but by that time, I had lost hope and resigned myself to his weak performance. It is slightly unfair, though, that I say this, seeing as it was a pretty good performance, but I am naturally going to be biased as I have seen him in so many considerably better performances, some of the best of film (""My Left Foot"", ""There Will Be Blood"", etc.). He should have thought before he set the bar so high for his work. The other bad lead role was Abigail, played horrifically by Winona Ryder. I'll admit, her performance was bad, very bad, but it didn't help that throughout the movie, I despised her character. Even so, I am one to appreciate devious and villainous characters if they are played with villainy and passion. She gave an uninspired performance, to say the least. One of the lead roles that was superbly acted was the role of Elizabeth, played by Joan Allen. She plays her with such subtlety that I couldn't help liking her performance. She was the only member in the cast to receive an Academy Award nomination. The other wonderfully played lead role was the role of Judge Danforth, played magnificently by Paul Scofield. He played Thomas Moore in ""A Man For All Seasons"", which won him an Academy Award. He is such an implausibly underrated actor; I wish to see him in more roles. He is type-casted in this role, playing another law official, but it's for the better.

The writing is nothing to complain about. It follows fairly accurate with the play, although there are some differences, as you would find with any movie based on a previously written material. This movie, though, has an advantage. It was written by Arthur Miller, the same man who wrote the original play. There weren't too many noticeable differences. One scene played out outside, rather than in the courthouse where it was originally set. The dance of the girls was shown in the film, but in the play it was only talked about, but there weren't too many differences. Naturally, the dialogue was drawn out longer, but the duration of the movie is longer then the duration of the play. I liked the satiric aspect of the movie. If one of the girls had a grudge to bear with any member in town, they would recall an instance in the past that would make officials believe that the person was a witch. I thought that it was funny in a way, but the directing made it less comedic and more pitiful and dramatic. The scenery was dreary and tired and worn down. The filming was bland and forgettable. ""The Crucible"" lends itself better as a play than a movie. This play was based on an event happening at the time that Miller wrote it.

Senator Joseph McCarthy was spitting out accusations everywhere that people were Communists. If they denied that they were Communists, then they were thought guilty and were declared Communists, but if they admitted to being one, then they were let off the hook. This modern day witch-hunt known as ""McCarthyism"" mirrors Miller's play almost exactly.

The movie had many flaws. It made me feel uncomfortable and eerie, which makes me not like it, but thinking over that, I realize that that is possibly the director's intention, and if so, then well done. I can only recommend it to people that are interested in the witch-hunts. It wasn't that boring, it was actually entertaining (in a strange way), but it was very predictable. It was a strange movie, the acting was OK, the story is good, but the direction was weak. There were some very tense moments on screen, which made for thrilling cinema, but its faults are greater then its perks, but I think it would be worth it to check it out."
Volcano (1997),"I think the overall score is a bit harsh.

This is a good throwback from a simpler time.

A 90s disaster film which is tastefully done.

This movie has a good pace.

A good cast with many faces you'll recognise.

Tommy Lee Jones is his usual self, a class act.

I overlooked this when it came out and finally got to see it, at last.

I felt like I had it seen it many times before.

It was an easy watch, good clean fun.

One for the family or if it's in and you're just killing time.

No complaints from me and ignore the negative reviews. It's an old movie that tried it's best.

Well done to all involved."
Conan the Barbarian (1981),"This is really an amazing movie! It is so passionate and intense. It all feels so genuine as well.

During my childhood this was my all-time favorite! From an adult (25) perspective, his movie is as damn amazing as I remember. Thee story and dialog are really damn good. There are so many classic scenes. I got my girlfriend to watch it. She was convinced it was going to be a stupid Arnold muscle movie (it seems almost everyone thinks this) but she loved it.

It's such a change to see such an un-ironic passionate movie. I can't see a movie like this being made today. The nudity and violence were great and added realism without ever being flatly gratuitous.

Don't see Destroyer though, that was absolutely awful."
Wishmaster (1997),"I find some of the reviews a little bit harsh, this was a b movie, and as such wouldn't have had a huge budget, what they had to spend they did a fair job with. It's not bad, nor is it great, but it is fun.

I've always thought this movie was made at the wrong time, it feels like it came from 1987, the gore and story are fitting of that time, even the way it's filmed is somehow dated way before 1997.

The acting is up and down, some of the characters feel like they belong in a cartoon.

Maybe I'm being a bit harsh, but time hasn't been altogether kind.

You have to love that worker's mullet.

It's not bad. 6/10."
I Know What You Did Last Summer (1997),"I saw SCREAM and SCREAM 2 before I saw I KNOW WHAT YOU DID LAST SUMMER. I think that I KNOW WHAT YOU DID LAST SUMMER is a rip-off of SCREAM, but a rip-off that can be enjoyed. Plots are similar, but not identical. It also has the similar pretty-teenager-being-stabbed-to-death feel to it.

On graduation night, four friends Julie James (Jennifer Love Hewitt), Helen Shivers (Sarah Michelle Gellar), Barry Cox (Ryan Phillippe) and Ray Bronson (Freddie Prinze Jr.) go joyriding while drunk and accidentally run over and supposedly kill somebody in the street. While dumping the body in a bay, the body attacks Barry, then falls into the water. The four assume that he is dead, but the next summer they get notes saying ""I know what you did last summer"". The next thing you know, friends of the four are being murdered left and right and these four become the killer's next targets.

The plot is fair, but not especially interesting. I found the SCREAM plot to be much better. The acting and character development in SCREAM are better too. Jennifer Love Hewitt and Sarah Michelle Gellar both do excellent jobs. Freddie Prinze Jr. is the worst actor I've ever seen in my life, and Ryan Phillippe does a fair job. Ann Heche is very good in the part that she has.

The characters, aside from Hewitt, Gellar and Heche, are very thin and rather boring. The killer himself is pretty interesting and fairly cool. The ending of this movie bites. It's maybe worth a rent, but if you want to see a movie of this style I'd recommend URBAN LEGENDS or SCREAM."
In the Line of Fire (1993),"Even at 62 years of age, Clint Eastwood still has what it takes to be in a successful action thriller such as this. Not only was he in an action movie, he did very well. I really enjoyed the film from start to finish because of Eastwood and the villain played by John Malkovich.

This is about an aging Secret Service guy who is haunted by his past. That past urges him to keep the current President safe at all costs with election nearing. Even if that means playing a cat-and-mouse game with someone who wants to kill the President.

As I said previously, Eastwood did very well. Even better is John Malkovich. I can't decide on who plays the better villain, Malkovich or Gary Oldman. But anyway, Malkovich is very creepy as the villain.

Overall, this is a top-notch thriller. There are plenty of action, thrills, and even a little romance. I rate this film 9/10."
Executive Decision (1996),"A fun, tense, and exciting action/thriller with an excellent ensemble cast, headed by Kurt Russell and including Halle Berry, David Suchet, and John Leguizamo.

Even Steven Seagal does a creditable job, mainly because this isn't a ""Steven Seagal movie."" His supporting role permits him to do what he does best (which isn't acting). He doesn't have to pretend to be witty, there's none of that awful smirking he does in a vain attempt to show emotion, the camera doesn't caress his body, and there's not one speech about how gol-dang *good* his character is. He even manages to enunciate his lines clearly!

The plot might have seemed a little far-fetched when the movie was released, but not anymore.

I'm not even much of an action film fan, but this one is really a lot of fun."
"Perfect World, A (1993)","An average story made good by quality acting. Kevin Costner turned in one of his best performances. Just as his character would start to win you over because of his positive interactions with the boy, he'd do something awful and remind you that he's really a bad guy and that he'd taken the boy hostage. So even though he's a criminal, he's got a good side and obviously his bad upbringing took him down the wrong path in life. I though TJ Lowther was also excellent as the boy and was very believable. On the other side is Clint Eastwood as the tough law man who cares more about catching his criminal than making his bosses happy. And last, but not least, Laura Dern was also very good as Clint's cohort in catching the bad guy. While Clint relies on his years of experience, she comes from the psychological side and what she's read in books. They often disagree, but there is a mutual respect between them even if they don't show it. There are enough light moments to keep this otherwise serious movie from being a turn off.

*** (Out of 4)"
McHale's Navy (1997),"Another rehash of vintage American television. (Some of it aged like fine Baron Philippe de Rothschild wine; however, most have turned to vinegar.) The humor, has become overtly anachronistic. This time around, MCHALE'S NAVY is in a late 1990's setting, with Tom Arnold at the helm. (He also co-produced). My first question was, why make the remake? The original series was amusing, but really not a landmark series. (I've seen a reel of out takes from the old series, which were hysterically funny, but in no way, shape or form would've made it on the air).

The only possible answer I could come up with, was trying to cash in on baby boomer sentiments. Well, it would seem the boomers are not quite THAT sentimental.

In a nutshell, this overlong, boring and painfully unfunny movie, was a waste of time for everyone on both sides of the screen. Tom Arnold has some genuine ability, and he was quite good in TRUE LIES. Why he has chosen some really, I mean excruciatingly bad, movie roles is beyond the scope of human imagination.

MCHALE'S NAVY should be avoided at all costs."
"Jackal, The (1997)","The fundamental problem with remakes is that you find yourself comparing the remake with the original . When watching THE JACKAL I found myself comparing American and European films . The original DAY OF THE JACKAL was a very European movie filmed entirely in Europe with a mainly European cast and crew with a very understated performance from Edward Fox as a very English assassin . It was a film that was both intelligent and compelling . The remake on the other hand - Despite having a Scottish director - is a very American film : Loud , vulgar , not very clever , with box office consideration over riding creative and artistic factors . You want a determined and ruthless assassin ? How about Jean Reno ? Ah but you can`t do that because the studio want a big name American actor like Bruce Willis in the title role , a role where his character has to don several disguises none of which make him look like anything more than Bruce Willis in a disguise ( A bit like Val Kilmer in THE SAINT where no matter how much the hero disguises himself he always looks like Val Kilmer ) And being an American film who better to play an IRA man than that well known wee , short , fat , middle aged Irish actor Richard Gere whose "" oirish "" accent is less convincing than the Jackal`s disguises . Once again this is the fault of the studio who are dying to cast a big name no matter how unsuitable they are for the role and once again I`m disgusted to see an IRA character as a good guy . Note to American film producers : By the 1990s most Irish Americans recognised the provisional IRA for what they are - Murdering scum . In fact one of the main reasons the IRA wanted to reach a settlement was because they`d lost all political and financial support from the Irish American lobby . The IRA had few friends over there then and have no friends over there now so stop making films with IRA characters hoping you`ll have a guaranteed hit in Boston and New York , it`s patronising to Irish Americans and offensive to us Brits

I do concede THE JACKAL is entertaining in parts and I did like the bizarre title sequence featuring a montage of 20th century Russian history set against a techno soundtrack , but it`s a very inferior film compared to the original . In fact I can`t help thinking the producers shot themselves in the foot by describing this as "" A remake "" because there`s very little common ground between the two except for the assassin plot . If you changed the name of The Jackal character to something else there`s very little chance Frederick Forsyth or anyone else would have sued for plagerism . As it is watching this Americanised version I found myself saying out loud "" The original was better . The original was better . The original ... """
Seven Years in Tibet (1997),"This biographical movie is about real-life Austrian (and Nazi) mountaineer Heinrich Harrar (Pitt) who is unfortunately scaling peaks in British India when WWII breaks out in 1939. Interred in a British POW camp he and his climbing companion (Thewlis) eventually escape and commence a tortuous travail through India into Tibet and all the way to the forbidden city of Lhasa. There the two men make friends, including the young Dali Lama, and find enlightenment.

The best thing about Seven Years in Tibet is the breathtaking high mountain scenery. How disappointing to learn the movie was shot in the Andes and not the Himalayas. The story is also compelling following Harrar as he morphs from selfish pig to generally nice guy. Unfortunately it's sometimes awkwardly told, and is over-long. And finally the use of English language dialogue as variously English, German, and Tibetan was as off-putting as Pitt's on-again, off-again German accent.

All in all a very ok film, not rip-off from the dollar bin."
Dark City (1998),"There was something very original about this film and it did not seem to fall into pathetic standard-plot twists and devices. It set out on a mission and stuck to it. I'd say that the film-makers would have been very happy with the finished ""product.""

But there were some shortcomings. First, I felt that Kiefer Sutherland was not quite right in this film. The agitated, rambling character was simply not right for an actor of his ability. It almost seemed forced and the inconsistency in Sutherland's efforts to press the nuances of his character were evident at times.

Second, I felt that there was too much of an attempt to unravel human behaviour. I appreciate that it was a sub-theme, but the film makers seemed to explore it without giving an insight or thorough reflection.

However, as far as sci-fi genre films go, this is way up there as it bursts with originality and moves at a modest pace - exploring the intricacies of the story line and providing a good build up, but was neither overly long nor rushed. Sits nicely along side Twelve Monkeys as one of the best in this genre for the past 20 years.

Filmed in Australia!"
"American President, The (1995)","US President Andrew Shepherd is a widower who was sweep into power on the back of great public sympathy. Three years into his presidency he meets and falls for Sydney Ellen Wade, an environmental lobbyist. Eventually they begin to date against the counsel of his advisors, giving his rivals (most notably Senator Rumson) and the media the ammunition they need to begin to attack his presidency.

This is not exactely a political thriller. In fact it is as far removed from reality as you could imagine. However that's the point, this film doesn't pretend to be anything other than a romantic comedy - it has some political wranglings but it is very far from the (still very tidy and clean) rule of Martin Sheen's President in TV's The West Wing. However the story is nicely handled and Rob Reiner is natually very good at this type of thing. Here it occasionally is far too sickly sweet and sentimental, but most of it works well.

Douglas is good in the lead and looks quite acceptable as the President of the US - lets be honest, if it was him or ""oil baron"" Bush who would you pick? Bening is also good as Sydney but neither have anything outside of the usual romantic leads to do. The real strength here is the supporting cast - both in terms of class and sheer enterainment value.To name a few - Sheen, MJ Fox, Mathis, Dreyfuss - all big names, all funny performances.

Overall this is a big sloppy romantic comedy, but it's done with so much class that it's hard not to like it. Not brillant, but very enjoyable all the same."
Persuasion (1995),"I watched this in a Jane Austen frenzie, after Pride and Prejudice BBC series, which of course might have affected my good judgement. The reason on which I was left unsatisfied with this Persuasion is Annes' character herself and the way they portrayed her. I thought she swapped between mental retardation and exaggerated eagerness... alongside with other moments of lack of decorum, for her time, in her interactions with the opposite sex, which supported my theory of desinhibited behavior. I have to say I haven't read the book and that Jane Austen really might have created a character that fits right into this description. However, I felt her lacking in depth of emotion to be a real Austn heroine, never really seeing much more than eagerness, with a sort of empty expression. She reminded me very much of Emily Watson in Breaking the waves, and you see where this leads me to, once more. The other characters I was happy with, especially her sisters and father. Some other reviewers said it would be hard not to drop a tear, but really, I am such a hearthrob and my face was always dry! I guess I might give it another shot someday. And what kind of ending was that?"
Kicking and Screaming (1995),"Feeling unprepared for the 'real world', four recent college graduates spend their time philosophising and avoiding taking action in this feature film debut from Noah Baumbach. The film features witty, memorable dialogue left, right and centre as one friend reckons ""I've begun reminiscing events before they even occur"", while another comments ""I feel like I'm being poisoned"" if a bartender at a bar does not drink with him, and the list goes on. There is also some quite pointed in how unprepared the foursome are for the real world despite their extensive education, unleashed into the world like a baby not wanting to be born, as the title suggests. None of the characters are, however, particularly likable for all of their witticisms and at times thought-provoking conversations. The foursome actually come across as more lazy than scared or ill-prepared for post-college life, and none of them have especially vibrant personalities either. The brightest moments in the film are, in fact, had by Elliott Gould as the far too open father of the foursome, sharing his experiences with using condoms at his age and finding love post-marriage separation, much to the disgust of his son. The film does tap into something interesting though as the foursome come to realise that they feel ""pressure ... to remain friends"" post-graduation. This more than anything else captures how microcosmic college life is often considered to be and how different the actual world is. It's a different, inevitable phase of life involving a big transition indeed comparable to birth."
