Movie,Review
To Live  1994),"I saw this together with Red Lantern and viscerally knew which one I preferred right away. Having given it a few days to sit now, I see that Red Lantern has grown even more in my estimation while this has almost completely faded from view.

Lantern was precisely contained within narrative walls, it abstracted life by placing us in the midst of turning cycles of life and wove cloths out of that turning in the form of rituals that marked passage; color, sound, weather, architecture. It was akin to a Buddhist mandala to me, a cosmic picture directing me to find my own place in the center of things, choose repose over madness.

Zhang by contrast here wanders unconstrained, under the auspice of history, aiming for a full chronicle of sorts of Chinese life as a family moves through the decades. The stage backdrop changes frequently; Civil war, Great Leap, Cultural Revolution.

We do still have the turning of cycles and it does create a (cosmic) picture; a life of comfort squandered by the man's ignorance who loses it all, to one of hardship and quiet abiding. But eventually it doesn't direct towards a center that will illuminate the turn as something more than the ramblings of history.

And it's simply not a very enviable position to want to be the chronicler of history like Zhang is trying to here, it reminds me of how Kusturica stifled himself in similar endeavors. It means our reference point always has to be an externally agreed version of reality and we have to be chained to that sweep.

You can see him try to root himself in something more essential - the husband becomes a puppeteer putting on shadow plays for the people, life as the canvas where these evanescent shadow plays are enacted, now losing a fortune, now gaining back your family, so that we could see it from the distance of transient flickers of drama. Civil war is introduced as someone hacking down the screen, revealing war as another play that demands its actors assume their place.

But this is forgotten in lieu of stopping at various points of history so that it ends up being more the Oscar winning type than history parting to reveal myriad reflections like Andrei Rublev. Had it come out from the West, I'm sure it would have won a few and the wonderful Gong Li her first. The best I got out of it eventually was the sense of a man and woman trying to make their way together as the skies shift and the stage quakes by the ignorance of unseen puppet masters enacting their little plays. The Great Leap castigated as a wall collapsing on a little boy, because the man who crashed his car and the boy were both overworked and needed sleep.

Zhang took care to color history within certain lines so that we veer close to the monumental failures of the era but never quite see the full brunt of the horror, famine or mass persecution, only bits of abuse in passing. It was still banned by Party hacks anxious to control the play."
Dazed and Confused (1993),"Sometimes I write reviews and I can see people reading them, cursing my words and saying that I don't know what I'm on about. I'm well aware at how well Dazed and Confused was received, getting 5/5 ratings from the majority of viewers. I guess that means I just missed something about it and it didn't work for me.

It's about the last day of school in an American High School, back in 1976. The older students are looking forward to generally beating up the younger kids (as is tradition... apparently - all I can say is that this didn't happen to me at school in Britain during the eighties and nineties and I'm glad it didn't!).

I found most of the characters either unlikeable or boring. I found it hard to root for someone who enjoys bullying people smaller than them (which is most of the older kids), just as I found it harder to identify with the younger ones who just sort of spent most of the film running away or waiting to take a hiding. Plus there's no real story. What you have here is a collection of scenes with numerous different characters all doing their own things on the last day of school. There's also too many characters. Many don't really have much impact and aren't really fleshed out enough to be believed in. I think it would have benefited with a smaller cast. Although, the cast is pretty impressive - maybe not when this movie was made, but, in retrospect, there are a fair few Hollywood A-listers all here in the younger (pre-fame) days.

However, as much as I didn't really like it, I had to give it credit for getting the 'look' of the period right on. It really could have been filmed in the seventies for the way it was presented. Plus the soundtrack was right up my street. For once a film set in the seventies didn't have a single Abba track involved and there was far more use of some 'classic rock anthems' such as Alice Cooper (hooray!).

I didn't hate it, I just didn't like it as much as everyone else apparently did."
Naked (1993),"This movie is mesmerizing due to the following reasons :

. David Thewlis because he doesn't just give his greatest performance but because i don't think anyone fits for this role other than him . So Kudos to the casting members for carefully selecting this particular cast , it goes to other actors as well who did a great job in making a plotless story into one of the greatest movies in my opinion .

.The story is madly creative in terms of everything , where a lot of narrative devices are used to make it so . First of all , we don't know anything about the characters which make it amazing because you can always speculate especially when they are so interesting and as the story progresses we still are left in dark in weather we yet know anything about them . Especially Johnny an aimless drifter with no clear intention and obstacle to overcome other than himself and his words that he utters at each scene , like he is possessed by some kind of curse that only works if he wakes up . The only scenes where the movie is sort of quiet when he is asleep . Paying attention to small details like that makes this existential crisis themed journey more interesting . The movie deals mainly with the lengths with the way women must be treated .I've watched the movie numerous times but finally i am able to let it go because its so hypnotizing especially the soundtrack ."
Ruby in Paradise (1993),"Victor Nunez's 1993 film Ruby in Paradise is an insightful blend of romance, drama, and philosophy, that fondly reminds audiences that we are never alone in the journey to finding ourselves. Nunez's writing and direction is an honest and personal observation of the identity crisis we face when our dreams are halted by the stark realities of life. As we follow Ruby through her experiences in heartbreak, failure, and anxiety, we find a narrative that is comfortingly familiar to anyone's own life. Nunez does not reach for a fast-paced action, or otherworldly setting, but rather keeps us grounded in neighbor's pies and dead tourist shops, allowing a unique connection with the audience by not asking them to escape from the mundanity of their lives, but rather find gratitude in the simplicity of living. Ashley Judd's performance as Ruby is likeable, subtle, and earnest, giving prominence to intuitive acting. By simply existing within the scene, Judd elevates Nunez's writing to focus on the journey within rather than the consequences of big external events. Ruby in Paradise impresses by inviting a connection on a genuine human level not necessarily specific to gender or identity, making it worth revisiting 28 years later."
"Month by the Lake, A (1995)","Wonderful story... great acting.

If you love the Lake Como area of northern Italy this is for you. A special relationship develops between a man and a woman driven by something much deeper than the lust that permeates most of today's movie-making.

Edward Fox is simply magnificent and Ms. Redgrave is at her best. The tranquility of the time will amaze you. The world outside seems to be quickly falling apart as life goes on for the people in the film. If you want to enjoy a few moments of fun with a clever, delightful film this will be perfect.

The place in which they are staying does exist but not as a Hotel.

If you want to know why people like George Clooney fell in love with Lake Como, see this film.

It captured my wife and I from the very beginning.

Hollywood is rediscovering this region of Italy. (the Hotel in this movie is the place where Bond recovers from attack in Casino Royale and also part of a Stars movie)"
Funny Face (1957),"It's a flimsy intrigue, but the main characters make it a dream of perfect entertainment, beauty and romanticism. Fred Astaire was well advanced in his 50s when he made this film, and Audrey Hepburn was twenty years younger, and yet their peculiar romance works, although they make diametrically contrary characters, he a fast photographer for a fashion magazine and she a very intellectual librarian. But the question is if it is not Kay Thompson that makes this film. She was in very few films, and this one was her third and last major performance (in her 40s), and although she was not a real film star at all, she absolutely dominates the film. Although it's a very flimsy and superficial intrigue, the dialog is brilliant throughout, especially as Audrey all the time keeps spicing it with her philosophical conversation, which actually gets Kay Thompson intrigued in it was well, and it all turns out into some psychological education, as they all learn something about empathy - Audrey is the teacher, or rather the informer and awakener, while Fred and Kay never heard of such a thing before, but they do learn. To all this comes the marvellous old music of George Gershwin and the absolutely splendid direction by Stanley Donen. Every time I have seen this film (since 1958, the first time,) I have loved it even more, for its charm will keep growing with you and within you. It is all too obvious, and you can't miss it in the film, that Audrey Hepburn loved making this film with Fred Astaire, and she admitted that herself on TV decades afterwards. The imagination, the innovations, the variation of the performances and playacting, the intoxicatingly beautiful settings - everything combines in making this film one of the most precious jewels in all film musical history, and it will keep growing in its invaluable preciousness."
"Affair to Remember, An (1957)","I do love this film so and one thing it has that the original Love Affair did not have was that great title song, sung over the credits by Vic Damone. It was composed by Harry Warren and Harold Adamson and it's one of the great movie themes of all time. Guaranteed to put you in the mood for romance and tears.

This version with Cary Grant and Deborah Kerr sticks pretty close to the original with Charles Boyer and Irene Dunne. Two people, each engaged to others, meet on shipboard and fall in love. It's one of those chemical things that no one can help.

Grant's a playboy who candidly admits he's never worked a day in his life and Kerr wants a bit more security than that. They agree to meet at the top of the Empire State Building in exactly six months to see if the sparks are still there. But something is always interrupting the course of history and romance.

Can't say much more than that, but as Kerr reminds Grant if they don't meet it will be for a darn good reason and if you see the film you'll agree she had one.

This was the second of three films that Grant and Kerr made together and this is easily the best of them. I don't think Cary Grant was ever more romantic on the screen and that is saying something.

Cathleen Nesbitt though old enough to be his mother, plays Cary's grandmother in grand old world style. Her part had previously been played by Maria Ouspenskaya and later on in the Warren Beatty-Annette Bening remake was done by Katharine Hepburn.

If your taste run to screen romances, this is THE film you do not dare miss."
Hear My Song (1991),"I was charmed by more than the fact that I couldn't take my eyes off Tara Fitzgerald. A lovely whimsical plot, painting a picture of Irish fantasy, fairies and all, over the true life background of a great singer. And a beautiful soundtrack featuring original Locke recordings reminds us of just how moving a pure tenor voice can be. Who on earth needs techno and rap?

None of the other correspondents has yet picked up on the fact that Josef Locke (born Joseph McLaughlin 1917, died 1999) was alongside John McCormack as one of the two great Irish tenors (one correspondent has even written that he was a baritone -were you actually listening??) of the 20th century, and that he retired to rural life in Co Kildare in 1958 after the British Inland Revenue began to pursue him for large but disputed amounts of tax. That much is established fact, but this story of his comeback performance and the events surrounding it is indeed fantasy, with a happy feelgood ending. But what's so wrong with that? I like to be entertained, and unlike your more dismal correspondents I don't need to be intellectually challenged to thoroughly enjoy a movie. Nine out of ten, and I thought seriously about giving it ten as a gesture of eternal devotion to the stunningly beautiful Tara."
Mediterraneo (1991),"Incompetent Italian soldiers arrive on Greek island and learn to appreciate sex, dope, and football in the sun. That's it. Lots of scenes that you know are supposed to be funny, but they're just not.

If this film had been made in 1967, there might have been some excuse for the total lack of narrative interest. Having been made in 1991, it is unforgivable. The only decent thing in this film is the scenery. The plot, such as it is, is predictable and boring in the extreme. The male characters are all cardboard stereotypes, and the female characters are so thin as to be almost non-existent.

If you start watching it and you think it's maybe not that good, believe me it gets much worse.

It seems incredible that the same director went on to make ""Io non ho paura"" (""I am not afraid""), which is excellent. Just go straight to that, and forget this early mistake."
Passion Fish (1992),"John Sayles works so independently of the Hollywood mainstream and follows his own voice so meticulously that he often leaves his fans just a little short-changed with each successive work. As brilliant a filmmaker as he remains, every one of his films has its own shortcomings that leave it in the ""near-perfect"" category. In a way it feels as though he purposely leaves something unnecessary in each time out. For this reason among others, Sayles' films are an acquired taste. His 1992 film ""Passion Fish"" struts along at a very self-assured, yet slow paced gait, much like the population of its Southern Gothic location.

The main focus of the film is put on two women, one who returns to the place she left to dwell upon her current challenges and another who comes there for refuge from her troubles elsewhere. The women's paths intersect at a precarious point in their lives, leading to some very interesting results. Mary McDonnell stars as May-Alice, a feisty, soap actress forced into early retirement by a car accident. It's a challenging role and she brings a certain bravado that hasn't been shown by her previously. Alfre Woodard gives a highly nuanced performance as the nurse who has been hired to help the reluctant May-Alice.

Like in many of Sayles' films, given his immense prowess as a writer, the true pleasure comes not from watching the main storyline but the local and supporting flavor chewing up scenery throughout. One such gem involves an outdoor luncheon with McDonnell's character attempting to keep her composure and a tactful face with two Southern Belle types she hates. It's moments like this that add texture to Sayles' films, but also tend to keep them loosely edited and occasionally overwrought."
Fear (1996),"Well this is about as bad as movies get. Nothing to see here, move along. If you must know the threadbare plot follows 16-year old Nicole Walker, played by Reese Witherspoon. Sure is a long way from this garbage to an Academy Award for Miss Witherspoon. But I digress. Anyhow, young Nicole falls in love with seemingly sweet, nice, perfectly charming David McCall, played by Mark Wahlberg who somehow managed to salvage an acting career after appearing in this movie and thus was spared a lifetime of ""Whatever happened to that Marky Mark guy"" questions. Of course if David is as seemingly wonderful as he initially seems this movie would have a different title. As it is, David soon reveals himself to be a murderous lunatic and everybody does not in fact live happily ever after.

So what's wrong with this movie you ask? In a nutshell, everything. The script is terrible, with some of the most god-awful dialogue ever heard. The characters are all clichéd, pulled straight out of so many similar and infinitely better movies that had come before. This film has nothing new to offer, it's just a painfully bad rehash. It's meant to be suspenseful and shocking. In fact it's just laughable. Nothing here is believable, the whole thing is over to the top to the point of stupidity. Don't even get me started on why Nicole's completely ordinary family lives in a home with more security features than Fort Knox. It's downright ludicrous, an artificial attempt to make the climax of the film more dramatic. Unfortunately by the film's climax you'll be stifling yawns. If you haven't already given up and turned the thing off. You get the sense everyone involved with this movie would like to forget it ever happened. If you ever are unlucky enough to have to sit through it you'll wish you could forget it too."
Heaven's Prisoners (1996),"Dave (Alec Baldwin) is an ex-New Orleans homicide detective and recovering alcoholic , living a quiet life on a bayou with patient wife (Kelly Lynch) . They witness a plane crash and Dave rescues the only survivor , a young Savadoran girl , whom they adopt . But the crash was not an accident and Dave's snooping around involves him with drug runners and local crime bosses including old high school buddy , Bubba (Eric Roberts) and his sirenish wife Claudette (Teri Hatcher) . For an ex-cop obsessed with an unsolved murder, trusting the wrong woman could be a deadly choice !

A crime thriller with action-packed , intrigue , fights , shootouts , chases and beautiful exteriors . Based on the mystery series by James Lee Burke ; in fact , Alec Baldwin was hoping to go back the Dave Robicheaux character written by Burke in a sequel to be called ""Dixie City Jam"", then New Line Cinema released the film at the start of the US summer season, hoping it would be a good counter-programmer to other blockbusters, resulting in a flop at the box office , due to failed ¨Heaven's prisoners¨ led to the follow-up being scrapped . Convoluted plot with some moody touches but Alec Baldwin scores as the flawed , out-of-luck ex-homicide detective . As Alec Baldwin is nice as hardened New Orleans cop, who finally tosses in the badge and settles into life on the bayou with his wife finely played by Kelly Lynch . While the attractive Mary Stuat Masterson is his old flame, a blond stripper who still has feelings for Dave. Furthermore , fine acting from Eric Robert as as drug lord Bubba Rocque, Dave's childhood friend and his sex-hungry, explosive wife nicely played by Teri Hatcher . Along with a long plethora of secondaries , such as : Vondie Curtis Hall , Badja Djola , Joe Viterelli in his usual role as mobster and special apperaence of Paul Guifoyle of CSI as a police inspector .

Probably one of the best parts of the film results to be the New Orleans locations , including White Castle, Louisiana, (Nottoway Plantation) well photographed by cameraman Harris Savides . As well as an evocative and sensitive musical score by great composer George Fenton. The motion picture was professionally directed by Phil Joanou , but it quickly faded from screens after being steamrolled by other big releases. The film was then slated for a 1995 release by the studio, but was finally shelved again because Savoy Pictures had folded in bankruptcy , then Savoy were picked up by other studios, in fact ¨Heaven's prisoners¨ was completed and produced two years before its actual release and New Line Cinema eventually released the film in the spring of 1996 . Phil Joanou was hired by Alec Baldwin, in his role as executive producer who approached Phil Joanou to direct the film based on the suggestion of his then-wife, Kim Basinger, who'd had a good time working with Joanou on Final Analysis (1992) . Phil Joanou is an uneven director (Gridiron gang, Heaven's prisoners , Final analysis) with hits and flops and filmmaker of video-clips and films for U2 (Rattle and hum). As ""Final Analysis"" and ""Heaven's Prisoners"" proved to be critical and financial disappointments , Spielberg and Bono of U2 (separately) encouraged Joanou to ""write something personal"" and ""from the heart"", resulting in the extensively autobiographical ""Entropy"". In addition , Spielberg gave Joanou the screenplay for Three O'Clock High (1987), then known as ""After School"" and subsequently directing the notable ¨State of Grace¨with a great cast as Sean Penn , Ed Harris , Gary Oldman , among others . Rating : 6/10. Acceptable and passable. The flick will appeal to alec Baldwin fans."
Blood & Wine (1997),"You would think the tandem of the glorious Michael Caine, the always stunning Jack Nicholson and the adorable Judy Davis would set a movie's heels on fire but ""Blood and Wine"" falls far from expectations as the sparks never start on set.

All these esteemed actors give a good showing in their own right but their characters are flat and lifeless. The script seems compelled only to move the action along and nothing else. Mr. Caine, Mr. Nicholson and Ms. Davis give punctuation and try their best to put a breath of life into this lifeless film with an all too obvious plot.

Stephen Dorff gives a better performance than usual (no cheers for Blade or Cecil B. Demented) but his character is far from complex, and Jennifer Lopez can't keep her faux Cuban accent up throughout the course of the film.

The plot is rather generic and the suspense that the movie is trying to portray is better invoked by the musical score than the cinematic or script climax.

As a saving grace the location scouting is great, really espousing the feeling of the Floridian backdrop. But that doesn't save the movie. There are as well a couple of slightly memorable stunt scenes but is not an action film.

Skip this one and watch Chinatown again. And if you haven't seen that see it twice."
Turbulence (1997),"Turbulence, it's such a stupid, pointless movie. The aircraft, a Trans Con 747-200, has the controls of a 747-400. This is a 747-200! not a 747-400. The cockpit should have gouges, switches, and a flight engineer station, rather than having computers. How can a 747 have very little passengers on a holiday? Why would the police transport a convict on a civilian airliner? I thought that convicts should be transported on a Boeing 727 (like the one they used in the film Eraser and U.S. Marshals) rather than a Boeing 747, unless there are more than 300 convicts. Why would the autopilot kill the pilot? Pretty stupid invention. I tested what would happened if a Boeing 747-200 would do if flies upside down on Flight Simulator ( by Microsoft not the real one). The 747 would lose a lot of altitude instead of flying at leveled altitude, And there is no way a 747 would have an outside viewing window in the avionics bay. Neither does it have a sliding door on the staircase to block access to the upper deck. The staircase of a 747-200 is not suppose to be straight it's suppose to be spiral styled. Even the Tower Air 747 ( the aircraft that Capt. Bowen flies while helping Teri to fly the plane ) has the same stuff like the Trans Con 747. Most of the scenes in Turbulence has been placed in films like, Turbulence 2 and 3 and Ground Control. Turbulence 2 and 3 all have something in common, and that is their destination is always LAX. I really don't like this film, but I like to keep on watching it whenever there is nothing to watch on TV."
"Beautician and the Beast, The (1997)","First of all, I'll let everyone know that I gave this movie (worthy of a 7) a 10 just because the overall rating deserves to be A LOT higher than it is! Secondly, everyone who gave this movie a bad rating needs to stop rating movies altogether. What's not to like about this movie that is charming, cute, innocent, and funny?? Fran Drescher may have been type-casted right off the Nanny, but who cares!!???!! What did you expect her to act like in the film!?! Were you expecting an oscar worthy performance!!!??? Did you think she was the next Gwyneth Paltrow, or Julianne Moore??? If you saw the previews and have half a brain, you would have known exactly what to expect. I had no expectations for this movie (nor should anyone have) besides a good laugh. And that's exactly what it delivers. Fran is absolutely perfect for the role of Joy Miller and she is even more charming and funny in this movie than Sandra Bullock is in Miss Congeniality (another great movie by all accounts, and I'm not downing the always fantastic Sandra). You people need to STOP ANALYZING MOVIES FOR WHAT THEY'RE NOT AND LEARN TO ENJOY THEM FOR WHAT THEY ARE!!!!!!!!"
