Movie,Review
Bastard Out of Carolina (1996),"I'm a big Jena Malone fan,so i decided to watch this movie, and yeah, this horrible thing must be stop, children don't deserve to be treated that horrible way. This story broke my heart caused it reminded me my own story, when i was 8 years old, i was sexual harrased by my uncle (remember car scene? It happened to me)then he tried to rape me once, i lived in shame because of his bad touches, but when you are a kid you live afraid, and by that time i was visiting my aunt, so i just spent a couple of months there, my parents were abroad and so was my older sister, i thank god she didn't go through what i went through, i never told anyone till a couple of months ago, i'm 18 years old now and i thank god that he didn't rape me, and believe me he tried more than once, and he had many chances but lucky me something always came up to stop him. Now i can say i got over that, but it's difficult for me to rely on someone else, especially men, and i can say i'm always watching and asking questions to my cousins if anyone is touching them in a bad way, so this story and my story have helped me to be more careful towards children, cause they are always afraid to speak about these things, so my advice is that this is something real, it happened to me and happens to other children, so my advice is ""watch out"" cause these things happen more often than people think, and specially inside the own families"
Jackie Chan's First Strike (1996),"""First Strike"" is not perhaps the best of Jackie Chan's films, but it is quite modern and has plenty of special effects. The plot is pretty stupid, so the film is for action film buffs only. Lots and lots of stuff blows up.

Don't normally like martial arts films? Me neither. Too much anger and foreign strangeness about ungrateful sons and fathers. But Jackie Chan is quite different and if you're new to the genre I suggest you give it a shot. Jackie Chan films have lots of comedy and they're quite accessible. But try ""SuperCop"" or ""Rush Hour"" first.

Who should see this film:

-- Action film buffs only, even if like me you prefer an

intelligent plot. The comedy and action makes up for it.

I'll give ""First Strike"" an 8 out of 10."
Beverly Hills Ninja (1997),"A slapstick comedy starring Chris Farley, Beverly Hills Ninja is part prop-gag movie and part testament to the late comedian's physical comedic abilities. As a baby, Haru (Farley) appeared on the coastal shores of Japan. Legend has it that a foreigner would arrive and become the greatest ninja ever, known as the ""Great White Ninja."" As Haru grew, it became apparent: he was not the one. But when a beautiful stranger named Sally (Nicollette Sheridan) appears at the Jojo seeking a ninja's help, Haru finds his calling. Through a series of mix-ups (generally caused by Haru himself), Haru is framed for murder and he follows Sally to Beverly Hills to set things right. Finding out Sally's boyfriend is a counterfeiter and murderer, Haru with the help of hotel bellboy Joey (Chris Rock) and unknowingly with the help of his ninja brother Gobei (Robin Shou) takes down the counterfeit ring and finds his place among the ninja clan. Beverly Hills Ninja is full of individual comic gags that are hilarious in their purity--call it sadistic, but sometimes it's just plain funny watching a guy unwittingly walk into a lamppost while carrying on a conversation. Farley was a master at these tried-and-true gags, which reach right back into the origins of comedy. But it's not all slapstick; a scene where Haru is so taken by dancers at a local strip bar that he joins in is reminiscent of the mud-wrestling scene from Stripes. Beverly Hills Ninja may be considered a low-brow romp, but a romp it is nonetheless."
Free Willy 3: The Rescue (1997),"FREE WILLY was one of the best ""Feel-good"" movies ever made! It isn't often that a movie makes you both Sad and happy at the same time and makes you want to stand up and cheer at the ending, but FREE WILLY was one of the few movies that did it. Willy and Jesse met again in FREE WILLY 2 and it was great to see them together again, but unfortunately the enterprising premise (involving an oil spill in the ocean endangering Willy and his Family) turned out to be a bit too slow-paced and in some cases too hokey (like the scene where Jesse and Willy re-unite again after the first time Jesse plays the harmonica...it could have been thought out better). Also the film spent too much time dealing with the issues of Jesse's new Step-brother, Elvis. However, the suspenseful last half-hour of the movie was great. Which brings us to Part 3 which is actually almost as good as the first film and a lot better than part 2. The storyline (involving the wrongful and illegal hunting of Whales and Jesse & Randolph's quest to stop a crew of nasty hunters) is very well written and emotionally charged like the first movie. I wish this film was marketed and advertised better because it really deserves to be seen! It is emotional and heartfelt like the magic of the first FREE WILLY and in the end you will stand up and cheer. It's cool to see what has become of Jesse and how he has grown up and it is good to know that Jesse and Randolph will always stick together to do what is right! If you passed on this because you were afraid that it was more of the same, guess again! It is another wonderful story that deserves to be enjoyed again and again! Check it out!!!"
Nixon (1995),"Who could have possibly thought that Oliver Stone would surpass the level reached by ""JFK"", one of the greatest political thrillers ever made? Yet his ""Nixon"" is not only the harrowing political biography of the most controversial and unpopular President of the United States, but also the gripping psychological study of a tormented man who got too much to prove. It's also a terrific movie served by an impressive casting: Anthony Hopkins, Joan Allen, James Woods, Bob Hoskins, Ed Harris, E.G. Marshall, Madeline Kahn and an unrecognizable Paul Sorvino as Henry Kissinger. And it's definitely one of the best movies of 1995, which is saying a lot.

""Nixon"" borrows a lot of elements from ""JFK"" on the editing department, swinging back and forth from childhood memories to the present, from the Watergate scandal to its dark premises. The film is complex, almost confusing but never gratuitously because Nixon himself happens to be an enigmatic and larger-than-life character. Roger Ebert even compared the film to ""Citizen Kane"", establishing an interesting parallel between Richard Nixon and Charles Foster Kane. Nixon does remind of Kane in his excesses, his capability to be disdained by the establishment yet respected within his inner circle, and his heart consumed by an unconscious desire to be loved while trying to hide a torment deeply rooted in his childhood.

The comparison is even truer because like Kane, Nixon hides a terrible secret, although the missing eighteen minutes from the White House recordings would unveil something more unpleasant than the mysterious 'Rosebud'. Behind every great man, there's a secret, but in Nixon's case, there's also a woman. And as Pat Nixon, Joan Allen delivers a subtle but pivotal performance as the woman who evolves in her husband's shadow but in her own supportive way, acts as the only guardian angel of a man who sold his soul to a certain Machiavellian view of power. She believes in his talent to win the election, but not the hearts, people would never love him because she knows how uneasy it was for her to love him.

The chronicles of a man who could never be loved, that could be indeed the subtitle of Nixon's journey in the White House, in his whole political career actually. Indeed, Nixon won two elections, opened China, signed a nuclear treaty with Russia, ended the longest war America ever knew, but as great achievements as they were, Nixon's dark side eclipsed them: Vietnam, Cambodia, Allende, the Watergate. In his most lucid moments, Nixon even recognizes that his road to success was paved by dead bodies, he could go to college because his older brother died of tuberculosis, Jack Kennedy was assassinated, then Bobby, his luck carried the seeds of his doom. This is when the comparison with ""JFK"" stops, it's not an investigation but a character study.

And as Dick Nixon, Anthony Hopkins never tries to make an impersonation but rather creates his own personification of an eternal outcast, haunted by the ghosts from the past, a man who always had to forge his carapace, by building his own legend through his modest Quaker background ""in the poorest farm of California"", always using it as an alibi to justify that he's one of the 'little people'. And when an outcast experiments the power, and tastes its irreplaceable savor after the post-War republican wave, he can't renounce it. Nixon knew he was born to rule the most powerful country of the world, like a personal revenge: ""Only if you have been in the deepest valley, can you ever know how magnificent it is to be on the highest mountain."" This taste for revenge is his inner demon.

I'm not comparing two characters, but ""Nixon"" kind of reminded me of ""Downfall"" in the way the White House is showed, as a sort of bunker where the state's ugliest secrets are covered, a shadowy and gloomy place waiting for the enemy (here the media) to come to the leader. And one by one, like a sinking ship, every faithful soldier is drown in the scandal, and Nixon, as the Captain, is the last to leave. Ebert wrote about Bruno Ganz' performance as Hitler: ""Admiration I did not feel. Sympathy I felt in the sense that I would feel it for a rabid dog, while accepting that it must be destroyed."" In a lesser measure of course, I think this could work as the right answer to those who believed that Stone, a notorious left wing, created empathy toward Nixon.

Stone never used his patriotism at the expenses of intelligence. Nixon is responsible of his downfall but a whole system is to blame, Nixon was flawed but his enemies weren't nobler. And that's what Stone brilliantly denounces. In many scenes, Nixon reminds the Press of its lack of objectivity, its obsession and outspoken hatred. These words are still relevant today; Nixon is the quintessential incarnation of the 'person we love to hate'. Indeed, with his victory sign trademark, his sweating and angry look contrasting with Kennedy's shining smile, from his ""I'm not a crook"" to his dog Checkers, from his resignation to ""The Simpsons"" (he even inspired through his middle-name the name of Milhouse) to hold-up masks, he's in his way, an icon of popular culture, or unpopular if you prefer.

Nixon appears as an individual whose republican obedience veiled his true idealism, his fascination for Lincoln, the President who ended the Civil War, or Kennedy as a beloved figure. People look at Kennedy and want to be him, but when they look at them, they find Nixon, less than a low self-esteem; it's a sentiment of total waste that invades his heart when he look at Kennedy's picture during his last night in the White House. Nixon's tragedy is America's, and maybe that's why he was loathed, because people don't want to look at themselves."
"Cry, the Beloved Country (1995)","Get out your Kleenexes, folks. This heavy drama is a massive tearjerker. After the credits rolled, I remember crying for half an hour; thankfully, I was home alone at the time. Even if you're not a parent, this movie will tug on your heart.

There was an original version in 1951, but it was very low-budget and simply made. The remake focuses on the real meat of the story, of two fathers connecting over the bond of their sons. In South Africa, set during the 1940s, James Earl Jones plays a minister with a wonderful heart who has set a good example for his son. Unfortunately, he soon discovers that his son is missing, on the run from law. When he sets on a journey to find and exonerate him, he meets another missing boy's father, Richard Harris. Richard is prejudiced, but as he's forced to spend time with James to find out what happened to his son, he learns many lessons.

The title tells you to cry, and cry you will. Some performances are so emotional, I feel embarrassed to see the actors putting themselves in such vulnerable positions. Admittedly a double-standard, I always find it much more tragic and effective to see men cry. In essence, this movie turns me into a puddle. Watch at your own risk, but you'll see some fantastic performances if you do."
"Crossing Guard, The (1995)","I have to take exception to what seems the be the majority view that this is an excellent film. The whole thing is contrived and phony. Throughout, there are innumerable points in the action where people do things and behave in ways completely contrary to what real people would do. The dialogue, too, is contrived. And one could have asked some more subtlety. As it is, it is clear from the get go that the vengeful father is the ""bad"" guy and the repentant killer is the ""good"" guy. Things are rarely so black and white. There is one scene further on in the film where Nicholson's character, in a conversation with his ex-wife, portrays some genuine grief and pain, but his portrayal up to that point completely belies that. And the many observations by viewers about the excessive and gratuitous nudity are on the mark. The completely contrived and unbelievable ending brings to mind Oscar Wilde's quote that ""one would have to have a heart of stone not to dissolve into tears ...of laughter.""

Sean Penn should stick to his day job of acting and stay away from writing and directing."
Smoke (1995),"From the Miramax logo that opens it, Smoke is very much of a piece with 90s faux-indy films in the vein of Pulp Fiction or Clerks. It shares a lot of traits with this wave of films: great actors, somewhat affected dialogue, a shaky portrayal of race and a distinct sense of machismo (although not nearly as nauseating as, say, Swingers). Where Smoke differs is in rejecting the violent nihilism that often haunted this decade. Instead, this is a story about communities forming and the minor miracle that is everyday survival.

Smoke is ostensibly centred around an ordinary corner smoke shop in New York City. We follow the shop, and the people around it, over the course of a year. There's a really laudable desire here to tell the story of a social environment rather than an individualist narrative. This is a goal that the film never quite fulfills, meandering into some fairly standard family drama with a refreshing lack of narrative closure. Even when the scenario would suggest melodrama, the overall focus of the film is not on what happens to our protagonists but the bonds that form between them.

The performances are as great as you would expect from reading the cast list, although Stockard Channing's character is too underwritten for her to really shine. The script is by novelist Paul Auster, eschewing most of his postmodern experimentation for street-level human drama. (There is still a novelist named Paul with a dead wife, so I guess some things never change). Auster's dialogue is usually authentic-sounding, save for the tendency to drift into stagey monologues that never really justify themselves.

As a film, Smoke is something of a failure -- it's unable to create the sense of place it aims for without relying on hoary story lines and drama. But there's also a lot to like about the film, from the brilliant cast to the relaxed pace. It's not all it could be, but it still deserves a look."
Like Water For Chocolate  1992),"I saw this film dubbed in English. Fortunately, the theatre staff lowered the admission to compensate for this crime against humanity. In this case, the dubbing made it impossible to take the film seriously. But even if we ignore the horrible voice acting and lip synching problems (which were vaguely reminiscent of the old Godzilla movies I used to see at YMCA daycare when I was little), this movie is still sappy. So maudlin and overdone, in fact, that I would disagree with all the comments praising ""Like Water for Chocolate"" to be a refreshing change from Hollywood. It seemed like the director compressed the 10 soapiest films Hollywood has ever spawned (including a twisted version of Romeo and Juliet, surprise surprise) into the longest 116 minutes I've ever experienced. (1) Vaguely sentimental, shapeless music with no definite theme pervades the entire film, even in funeral scenes, which (2) there are a lot of. The director randomly kills off characters attempting to get our sympathy. It backfires. I was more or less laughing (when I wasn't half asleep) throughout the entire movie. (3) Soapy plot disguised as a 'true love' movie. Just one example: Pedro professes his undying love for Tita and wish to marry approximately 10 minutes after having met her. This happens multiple times with different characters). While this may be forgivable, a contradiction in the plot ruins the whole love aspect. Namely, the director fails to convey exactly why Tita prefers Pedro (the stupid horny moron) over the (obviously more sympathetic) Dr. Brown. This completely screws over his story and makes a mockery of all the emotion in the film, especially when the director essentially forces this Romeo and Juliet-esq love onto the characters. (4) Which are quite one dimensional characters. We have the evil bad hypocritical tyrannical mother, the irrepressibly fun loving servant, the Casanova letch, the calm friendly doctor... all of which are presented with all of and only these character traits (The evil mother never is shown humanely, the good doctor is without blemishes, etc. etc. &c.) How can this movie be a refreshing change from Hollywood when it has all these elements? This emperor has no clothes."
"Secret of Roan Inish, The (1994)","While seeming to aim for the sense of mystery of 'Picnic at Hanging Rock', 'Roan Inish' never rises above the level of a strong TV drama. The problem isn't the central performance of Jeni Courtney as Fiona, which is outstandingly good, or the rest of the cast who must have frozen their assets impressively filming the lives of poor fishermen on the East Atlantic foreshore. More power to them. The kid playing the lost boy Jamie, Cillian Byrne (who didn't trouble the costume department), is also amazing, the way he (apparently) steers that floating cradle; and the scene with the seal and him having 'tea' is tremendous. But essentially this is a children's film, a sort of 'Railway Children' with Irish pipes and seals. Lots of Irish pipes. Lots of seals. Lots of seagulls. Lots of cold-looking water and rowboats. Lots of beaches, grass and flowers. Yet more Irish music. The only real suspense is whether there's a happy ending or not, which I won't give away, but no-one ever doubts that Fiona's story of what she has seen is true. Fair enough, they're simple people who believe in faery folk, but it all seems a bit cut-and-dried in the end. At the beginning, there's too much exposition from blarney-gushing Oirish characters, the late middle segue sequence goes on a bit too long and the pacing tends to slow up towards the end. But it's a genuine, well-made, innocent sort of film that you can safely let your smallest kids watch. The sort of film to rent at Xmas, or Easter. Especially if there's any Irish in you, or you particularly like seals. Much better than 'Ryan's Daughter', btw."
Vanya on 42nd Street (1994),"If you aren't willing to sit through Chekov, stay away but otherwise, find this and feast!! It is so moving and wondrous. Beautiful performances abound and it is just terrific. I watched it after reacquainting myself with My Dinner With Andre. Tremendously moving and touching. So thrilled to own it and to be able to dive back in now and again and experience the work of gifted and deep people doing something beautiful and rich. Magnificent. Highly recommended! Wallace is just miraculous as is everyone else. This is what artistic work is about. Everybody in the arts wants to make a Citizen Kane and a Sgt. Peppers, a Le Sacre Du Printemps and a West Side Story, a Sweeney Todd and an Angels In America. Andre Gregory's direction and goal seems to be to find a level of communication and depth in the work that is both heightened and yet ultra realistic at the same time; in the end analysis the film therefore is affecting in a way that many productions aren't. He achieves this by working on a smaller scale yet allowing the actors all the room they need to get big when the play demands it. It reminds anyone involved in the arts that the process is everything. Doing good work with all your heart, mind and soul down to the smallest detail is all we can ask of ourselves. Within that there will be artists able to push through and be a part of something transcendent. This film is a lost gem. It didn't and it won't make a big noise. It doesn't matter, it has everything it needs to have to remind anyone who is able to take it in what the arts are all about, especially the theatrical arts. Forgive the sermon. Watch it."
