Movie,Review
Seven  1995),"A retiring Detective and a young rookie are hunting down a serial killer, a killer with a dark MO, murdering his victims using the seven deadly sins.

As I watch this, it's coming up to its thirtieth anniversary, and it's as fresh now as it was back in 1995, it's an intensely macabre take, crimes that are infinitely macabre and depraved, and intensely twisted.

The combination of Freeman and Pitt is incredible, they work immensely well together, we have the fresh zest of Mills, and the unshakable, but battle weary Somerset. Paltrow and Spacey are excellent in support.

Two hours flashed past, there is no lull, no moment to switch off and boil the kettle, the intensity is immediate, the pacing designed to keep you glued.

I have always thought there is a shade of Alfred Hitchcock about this movie, such is the intelligence of the plot.

Very good visuals, the macabre and gruesome bodies look shocking still, nothing is spared or hidden away.

10/10."
"Usual Suspects, The (1995)","The Usual Suspects is two movies in one. Enjoyable the first time you watch it, even more enjoyable the second time round. The first viewing asks questions that are answered in an `I could kick myself' moment in the final few minutes, and the second viewing is interesting because when you know the answers, the film becomes that much clearer. It requires a certain amount of commitment, though. Be warned, if you stop concentrating for a moment then the remaining running time of the movie will be spent trying to figure out how what you missed has lead to what you are now watching.

It concerns the story of five felons brought in by the police for a line-up and how those same felons reluctantly end up working for the mysterious and ghost-like Keyser Soze: a legend among the criminal fraternity, a man who no-one has seen and lived, a man so dangerous that he is thought to be the devil himself.you get the idea. The plot is rather intricate so I shan't bother to explain it here but it does rather make me think that Christopher McQuarrie, the writer, kept going to the office in the morning with yet another complexity to add that he thought up the night before. That's not to say it doesn't work, far from it, but it does leave you reeling from the sheer amount of information and names thrown at you from the offset.

Gabriel Byrne is good, but not flawless, as the tortured Dean Keaton who is torn between his career as a criminal and his forlorn attempt at trying to go straight, but his relationship with uptown lawyer Edie Finneran (Suzy Amis) is badly explored and I never felt it gave motive enough for his actions throughout the movie. Kevin Spacey is wonderful as the crippled Roger 'Verbal' Kint and is effective with the results both cunning and tragic. The real star of the movie, however, is a strangely accented Pete Postlethwaite as Kobayashi, supposedly Keyser Soze's right-hand man. He effortlessly plays a character of terrible coolness and poker-faced efficiency leading the dance that the rest of the characters must follow.

Director Bryan Singer has done well to bring such a momentous and involved screenplay to life and any gripes I may have cannot detract from the fact that the film, as a whole, is much better than the sum of its parts."
Mighty Aphrodite (1995),"Sportswriter Lenny Weinrib (Allen) and his wife (Bonham-Carter) adopt a baby from an anonymous mother. After a few years pass, Lenny starts to wonder about the woman. Curiosity quickly gets the better of him, so he steals files from the adoption agency and sets out to find her. Lenny is dismayed, maybe even terrified, to find that Linda (Sorvino,) the mother, is a beautiful $200-an-hour prostitute. So that he can fashion the proper mother-son reunion and save himself from what fate seems to have in store, he determines to 'reform' Linda. Interwoven throughout the story is a Greek chorus (including F. Murray Abraham and Olympia Dukakis,) who add their own unique take on the proceedings.

I've always preferred Woody Allen's comedies over his dramas. This one is probably one of my favorites. This film is a great example of Woody Allen showing no interest in convincing his audience into swallowing down some serious morals. It's light, fluffy, shamelessly sentimental and does not suffer a bit because of it. The plot is generally an uplifting tale of changing ones life for the better, and intertwined with this is some of Woody Allen's best humor. There are many entertaining characters, especially Mira Sorvino's prostitute and Michael Rapaport's dim-witted boxer, Kevin.

The stand-out here is Mira Sorvino. She is absolutely enthralling, with her ditsy nature and confidence masking a timid vulnerability, all of which earned her a well deserved Oscar. Linda could have been an over the top, cartoonish character, Pygmalion on crack. But under the careful direction of Allen, Sorvino gives the best performance of her career so far, and one of the funniest performances ever."
"Postino, Il (1994)","For all intents and purposes, this is Massimo Troisi's film and it is tragic and yet, and yes, poetic, that he died a few hours after giving this memorable, multi-layered performance. The waves are welcomed on the shore of tranquil and beautiful Capri as the final scene unwinds. Then a poem simply written on the black screen closes the tale by summarizing and succinctly depicting the essence of the movie, before a dedication is made: ""To our friend Massimo"" This is Troisi's film and he also participated in the fine writing with a simple but heartfelt story and exquisite dialogue. Although Troisi is also a director, this time, it is English director Michael Radford who will put all the pieces together of this timeless story and also contribute to the writing. In a way, this is the beginning of how this project becomes international and goes beyond Italy, both outside and inside the picture (althought all the action actually takes place in Capri, Italy). Argentinian Luis Enríquez Bacalov will win an Oscar for his peaceful, poignant score. I suppose that French Philippe Noiret, from Cinema Paradiso ) fame will need as little directing as Troisi in portraying real life Chilean poet and political activist Pablo Neruda. In the movie you will also hear Spanish and hear about Chile (and Sweeden, Russia, France) as if they are actual characters of the movie.

The screenplay is based on, Chilean writer, Antonio Skármeta's El cartero novel about Nobel Prize winner Pablo Neruda and a bond he forms with a postman in Isla Negra in Chile. Skarmeta had already adapted his own work for the screen (and directed it); the Spanish-language Ardiente paciencia(1983), which I would love to see eventually. Il Postino transposes the story to Italy where Neruda was given a place to stay in a villa in Capri by Edwin Cerio during his real life exile in 1952.

The tale is simple enough. A young man who does not want to become a fishermen like most men of his hometown decides to be the private postman (for pennies) of popular poet that lives in exile in a near-by villa. Intrigued by this famous figure, he starts to awkwardly ask questions about poetry and a genuine friendship develops between them.

Mario, the postman, is lovestruck by Beautiful Beatrice (Scicilian Maria Grazia Cucinotta) and runs to the man who seemingly woes hundreds of women with words, but her ultra-catholic aunt may end up being a bigger obstacle than his lack of romantic banter. Beyond the typical love story that is more of a backdrop to the tale of friendship is the appreciation for poetry and in art to express the beauty of life. In fact, in a way it is also Pablo Neruda's film. The real life poet who's poetry is used in the movie and who's life inspired the character that is so central to the story, to the small town to Mario's growth as an individual. He who can barely read and write, and says that he wants to be a poet just like his friend and idol. Very inspirational. A true work of art in every aspect. I cannot sincerely think of a bad thing to say about this one."
Mr. Holland's Opus (1995),"It's a MOVIE! I'm reading comments so vastly polarized to one extreme or another so as not to be believed.

Okay, I am a musician. I've been one on a professional level for over ten years, both as a writer and performer. And I LOVED this movie (apologies to all those pretentious 'serious' musicians out there). I enjoyed my theatrical viewing and I have watched my DVD several times.

Is MR. HOLLAND'S OPUS musically accurate? No, of course not, no more so than STAR TREK paying attention to factual science and the laws of physics. But for the most part, nobody other than most of us ego-driven, high horse bound musician types will ever know it.

Designed to have a broad appeal outside the aforementioned musically inclined crowd? Yes, but then so is nearly every movie to come out of Hollywood. It has to be palatable to a certain degree, and I believe that the much maligned ""Play the sunset"" scene is far more entertaining than having Mr. Holland give us lengthy exposition on the proper articulation and technique that goes into playing a given instrument.

And if I hear one more poster scream about Mr. Holland's 'opus' only being ten minutes long (the ""It took him a lifetime to write THIS?"" mantra) I think I'll scream. Did it ever occur to anybody that what we heard was only a small part of a much larger work? Most classical and semi-classical pieces occur in (get ready) MOVEMENTS! It's entirely possible that we only heard the prologue to a much larger piece. Think outside the box, people.

As for the quality of the piece itself, I found it to be acceptable, if not the most dynamic piece of work I've ever heard. But seeing as how we had been hearing snippets of this piece THROUGHOUT THE MOVIE, I can't say that I was so overwhelmingly let down as some of our more 'educated and refined' musician types that have posted here.

Sure, there were some flaws. Ms. Headly is not the greatest actress in the world, and beside Dreyfuss she's downright embarrassing. William Macy's character is so cliched that it warrants no further discussion. The whole subplot with Rowena and her romantic interest in Mr. Holland ran about ten minutes too long. And the ending bit where the arts funding gets cut seemed a little too political.

But overall, a great film, surely one of Dreyfuss' best, and one of my favorite films.

I'm a musician. And I liked it. So sue me...."
French Twist  1995),"Mainstream comedies that deal with Homosexuality and bisexuality normally do so in one or two ways; they make fun of the alternate lifestyles or they use two women who are both very beautiful and seemingly straight and merely have them make out to excite the male portion of the audience that the movie is generally geared towards. (I.e.: the kiss in Cruel Intentions that got enormous publicity for the movie). Basically it is used as a way for a B-movie to get some extra attention from the news media and therefore get more film goers. This French film, however has a different approach, it treats the kissing scenes as just some normal scene. There are two people kissing, not two women kissing. It also has the ability to draw you in with more of a story than a Hollywood movie of the same fashion would. This is primarily because the Hollywood movie would be shot in a more exploitive way than this film.

The plot is fairly predictable, however there are several twists that make this movie much more interesting then I would have originally thought. The idea behind this story is not very original, and neither are the characters portrayed, however the story and the few plot twists that occur make it intriguing enough to keep you in your seat. The aesthetic quality of the film is about average for a film of this age (it was made in the mid 1990's), and budget.

Although this is not a film that I would readily watch again, and wouldn't have normally picked up in the first place it may be worth a look if it is in the normal genre of films that you like."
From Dusk Till Dawn (1996),"When I watched FDTD, I didn't have any major expectations, and so I wasn't disappointed with the result. It took me a bit to get a hold of the sudden plot shift. For the most part there wasn't really anything that stuck with me, except for George Clooney's tattoo and the final shot of the movie. OTOH, this is a movie that I would certainly watch again. Partly because I like Juliette Lewis (maybe that will give you a reference point on which to compare my opinion), but also because it's a good ride while it lasts.

Don't go looking for deep meaning where there isn't one, you'll only come out feeling cheated.

Oh, and BTW, this movie really isn't for the weak of stomach.

I give it 65%."
Antonia's Line (1995),"""Antonia's Line"" is one of those movies that's in love with its own quirkiness. This isn't always necessarily bad. Quirky films can be quite delightful when done well. However, in this case, the quirkiness comes at the expense of plot and logic. My sense is that this film's director intended Antonia and her line of female descendants to represent strong, fearless heroines imbued with the fighting feminist spirit. I get this sense because most of the men in this film are brutes, buffoons or a combination of the two, and the women kick butt, make love to each other and tell all of the men off at regular intervals.

This film is insulting to anyone who truly values feminist sensibilities in our movie culture. As so often happens, the makers of this movie equate ""strong"" with callous and emotionally distant. It's hard to care about Antonia and her relations because they all come across as either vacuous or heinous. Antonia's daughter casually chooses a complete stranger to impregnate her because she wants a child but doesn't want to have to deal with the father. Did she ever think that maybe the child would want a father. Is selfishness like this supposed to impress me with its strength of character?

The script meanders from one incident to the next, characters you barely learn anything about appear and drop out of the movie listlessly, and the pacing of the whole thing is limpid. The film is only about 110 minutes long but feels much longer.

I'm tired of the trend of thinking that propagates the belief that in order to be considered strong, women must prove that they can live entirely without men. That's such a juvenile attitude and serves no purpose. Callousness is callousness whether displayed by a man or a woman, and there's nothing weak about leaving yourself vulnerable to the complex relationships that spring between men and women. Of all the life lessons Antonia supposedly passes down to her ancestors, this is the one she forgot to include.

Grade: D+"
Angels and Insects (1995),"This was thoroughly engaging and thoughtful film, with a rich and fascinating plot and characters.

The opening scene of the natives of South America dancing is a well edited opening, and the word 'Angels"" appears over it. Indeed, all the Angels in this film are not in England (where the rest of the film takes place). William Adamson (Mark Rylance), a biologist who collects rare insects (especially the butterfly), survives a shipwreck and comes under the protection of an upper class English family. That's where he falls in love with Eugenia (Patsy Kensit). But every family has it's secrets.

Someone described this as ""Merchant-Ivory meets Tennessee Williams"", which is a perfect way to describe this film.

Several have complained about the actors, saying that there is not a single stand-out performance. I disagree, as both Rylance and Kristin Scott Thomas (in a performance worthy of an oscar nomination) acquit themselves well. The script is also very well written, and the costumes deserved the Oscar nomination.

One of the ten best of 1996."
Muppet Treasure Island (1996),"This is simply my favorite Muppet movie. The adaption of this classic story written Robert Louis Stevenson into a Muppet world is, in my opinion, one of the best adaption ever made in the history of Muppet movies.

The movie is quite family friendly, but I can say, as an adult, that I enjoyed it immensely. The humor is never dull, and the numerous musical numbers in this movie makes it a pearl in the world of the Muppets.

I'd just like to point out Tim Curry's role in this movie. Casting him as Long John Silver just adds to the already sky-high quality. With Tim Curry you get both good acting AND good singing.

If you like pirate themed movies, and are not afraid to please your inner child, this movie is most definitely for you!"
Rumble in the Bronx (1995),"""Rumble in the Bronx"" is the film that finally popularized Jackie Chan for American audiences. Released in the US over a year later than it's initial Hong Kong release, Rumble is a film that Jackie made on his own terms, as compared to his earlier failed attempts at breaking into the US market (i.e. ""Battle Creek Brawl"", ""The Cannonball Run"" ""The Protector""). Those film were all made by American directors and Chan's input and control was limited (""Battle Creek Brawl"" is probably the best of the lot). With Rumble, Jackie shot the film with his Hong Kong crew and had his usual level of control, and it's his mix of a US setting (though actually shot in Vancouver, B.C. as seen by the very unNYC-like mountains in the background) and being able to deliver his amazing fight sequences and jaw-dropping stuntwork along with his endearing comedy that was finally allowed to make it's way to US theaters and won over American audiences, leading to major roles in Hollywood films where he was given more creative control, such as ""Rush Hour"" ""Shanghai Noon"" and ""The Karate Kid"" remake. Rumble sees Jackie playing the nephew of Bronx grocery store owner, Chan stock company actor Bill Tung, who is selling the business to Anita Mui (a real-life pop singer turned actress known as the ""Madonna of Hong Kong""), who's store is plagued by a local street gang. Jackie finds himself at odds with the gang after trying to protect the store as well as protecting the wheelchair bound younger brother of a pretty female gang member, who quickly becomes Jackie's love interest. It's basically ""Death Wish 3"" but with Jackie Chan.Generally speaking, it's a dumb story that's a recycle of I don't know how many 80s Charles Bronson vigilante films and even by those standards the villains are incredibly silly and a ridiculous approximations of what real street gangs are like, but that's not why you watch a Jackie Chan picture. You watch a Jackie Chan movie for the exciting, creative, and acrobatic fight sequences (the best is a knockout sequence in the gang hideout) and for Chan's insane death defying stunts (here he jumps between buildings without a harness and also gets run over by a hovercraft, though it was his leap off a bridge onto the hovercraft that broke his foot, causing him to perform a significant amount of the film in a cast!). Overall, despite some minor tampering by the US distributor, deleting some of the comedy, completely re-dubbing the film, and adding a new soundtrack, ""Rumble in the Bronx"" is one of Chan's better films and is very nearly one of his best (though his best films are ""Drunken Master II"" ""Project A"" ""Dragons Forever"" and ""Police Story"")."
"Birdcage, The (1996)","Not many gay-themed movies get mainstream releases (because they're generally boring and predictable) but thanks to a stellar cast and a truly funny script, 'The Birdcage' certainly got what it deserved.

I generally don't enjoy gay-themed movies for their predictability - or comedies for that matter - but I absolutely loved 'The Birdcage'. Robin Williams stars as cabaret club owner Armand, who - together with his life partner Albert (excellently portrayed by Nathan Lane) - live a flamboyant lifestyle. When Armand's son, Val (Dan Futterman) is about to get married to a conservative senator's daughter, though, their lives are about to change - with hilarious consequences!

'The Birdcage' is laugh-out-loud funny - thanks also to the brilliant cast. Nathan Lane and Hank Azaria (as their houseboy Agador) are hysterical!! And Robin Williams is a feast for the eyes with that hairy chest, which he loves flaunting to absolutely no complaints from my side!

I loved the characters, the premise, the script, the fantastic performances, and the set design. This is undoubtedly one of my favourite gay-themed movies, as well as one of my favourite comedies. It's absolutely fabulous, darling!!"
"Brothers McMullen, The (1995)","I don't really ask that much from a movie..just keep my interest, give me a reason to keep watching. I kept watching this but I don't know why. I was waiting for something to happen, something to show me that the TV Guide calling this 'charming' is justified.

Edward Burns must have family that work for TV Guide.

This movie is all the same thing...all just talk, talk, talk, and almost all of it is strikingly the SAME tone. Its like looking at one color for 90 minutes. Every single conversation starts out the same way and the same issues are discussed over and over and over. I was wishing for a drunk friend, a stoner down the street, SOMETHING to give this some life, because you only see the same seven people in the movie. No one seems to have any friends or do anything but examine their feelings. And no new ground in living in the world is ever covered..you've heard it all before, and by better actors, too.

This is topped by a faux-Hollywood ending, the main couple kissing in the middle of the street as cabs go by..hey, anything to get the damn thing over with, but it reeks of desparation.

4/10."
Bad Boys (1995),"The first instalment of the Bad Boys franchise served its purpose well, meaning it did what it was suppose to do. The score establish Michael Bay as more than a music video director, it proved black leads could spew on the fence jokes about society and still deliver at the box office and most importantly, in my opinion, catapult Will Smith into the realm of being a superstar.

In all senses of the word the movie is a Hollywood classic, with grown folks alone present it would be the perfect movie to play at a family gathering. It has action, a love interest and laughs to go around at every turn. The chemistry between Martin and Will makes this movie stand out among Hollywood's well established duo action films. Always compared to that of Rush Hour.

In terms of acting there were no horrendous performances, however, Will's portrayal of his character was not completely believable. At times it seemed a bit forced, as if attempting to be this hard stone playboy, then again it was his introduction to the big stage and with that perspective in mind, he did really well in regards to his prior experience.

The only issue with this film for me was the film editing it did not feel cohesive enough, certain shots felt out of place and therefore made the quality of the film seem cheap. It is my belief this and a few other political ambitions and perspectives at that time in the 90's prevented it from being critically acclaimed.

The crazy thing is that for me, aside from the comedy, the music and sound mixing was my favourite part of the movie. Partially biased to my Jamaican culture perhaps but the sound track and the sound editing on this film was phenomenal, then again Bay had done plenty music videos before he tried his hand in film so there is that.

I also forgot to mention Martin did really well in his roll, his character protryal was believable in the sense that he really embodied that role.

With all of this in mind I believe this film warrants a 6/10. Thank you for your time and I hope Bay's films continue to garner success."
Apollo 13 (1995),"I am amazed this film does not have a higher mark than 7.5 at the moment. It is difficult to see how this could have been done any better - a genuinely thrilling story that encompasses the very best in humanity.

The casting is perfect - everyone puts their heart into it (Ed Harris is especially worth a mention), and the special effects are not only an incredible achievement in themselves, but also used just the way they should be - to tell the story, not replace it. The Zero-G is brilliantly executed, and the CGI Saturn5 on the launch pad is utterly convincing.

Regardless of the fact that we all know the outcome to the story before we start viewing, this is compelling edge of the seat stuff. Howard manages to convey the desperation of the situation, while never once leaving us without hope.

This film is just sheer class from beginning to end. You will love it even if you think you aren't interested in space exploration."
