Movie,Review
"Wedding Singer, The (1998)","I am not a fan of Adam Sandler. His comedy is usually crude and panders to the lowest common denominator of cinema-goer. So why do I tolerate, nay enjoy his performance in this movie?

I think it's because this was one of his earlier efforts and as such he didn't have as much creative control as he does over the tripe he makes now. The comedy is family friendly but actually genuinely good for the most part, the romance is just about on the scale of believable, and the soundtrack is upbeat and fits the tone.

Part of the success of this movie for me is the fact that it's a 90s movie about the 80s, which we don't see very often. The result is the innocent naiveté of the 90s mixed with the elaborate, flamboyant extravagance of the preceding decade and it's a winning combination. It culminates in just a general 'feel-good' vibe that thrives in the midst of safe but quality comedy and a cheesy, predictable yet satisfying narrative.

Billy Idol's cameo is a highlight and fairly veteran actors such as Steve Buscemi turn in surprisingly adept comic performances alongside Sandler and Drew Barrymore as the romantic leads. The shame, of course, is that people will form an opinion of this move when they see Sandler's face on the front and it may well turn them away from a corny yet very good comedy worth seeing. 7/10."
Sphere (1998),"I caught this movie some years back and while most of the things I had heard about this movie were negative, it was interesting in parts. Unfortunately, the film goes from being interesting to becoming one big letdown as things are revealed and much discussions abound. The film stars Dustin Hoffman, Samuel Jackson and Sharon Stone...three fine actors who add to this film. However, the film features just about no one else after a certain point in the movie and that is the beginning of the big letdown. The story has a discovery of a ship of some sort down rather far underwater. Well a team of scientist and that sort are sent to investigate. Well they board the ship at some point and discover the sphere of the title and soon after many strange things begin to happen and at times it seems like a horror movie, or a less horror filled movie than ""Event Horizon"" though I am not sure which of the two films was released first. Some good effects here and there as well as some bad ones. Good dialog here and there, but a lot of lame stuff as well. I am guessing the book had a bit more depth than this film, but I would have hated to read the book if it kind of became a bore near the end like this film became."
"Client, The (1994)","""The Client"", made in 1994 features the type of story that can happen in the pace of today's society. A young boy and his even younger brother slip off from school to indulge in youthful frivolities, and end up as witnesses to a Mob lawyer's suicide. The legal authorities are able to place the youth at the scene of the death, and they suspect the lawyer may have revealed some evidence about a murder that has gone unsolved. The mobsters in the city suspect this too, and the boy is caught between a rock and a hard place, wondering where to go to get help, and to stay ahead of the criminal elements stalking him and his family.

Enter in the scene of total chaos two folks who are attempting to help the boy with his problem. Susan Sarandon has the role of a lawyer willing to risk her career for Ricky, the youth, and Tommy Lee Jones plays an ambitious federal prosecutor anxious to use Ricky's testimony to further his own career. Susan's character takes Ricky under her legal protective wing, as it were, and the two square off in an effort to make the young client, Ricky, turn evidence over to them. Ricky is determined to protect his family before doing anything to help the authorities.

It's a superb suspense thriller, based on the John Grisham novel of the same name, and both Jones and Sarandon turn in great performances. The movie also benefits from support cast members such as Ossie Davis, Anthony LaPaglia, and as ""The Client"", Brad Renfro. Renfro shows some talent, and one hopes that he hasn't wasted the chance to have a good career. I gave the film a rating of 8/10, and would encourage viewers to keep one eye on the screen at all times."
Spawn (1997),"Through comic book history, there has been a group of anti-heroes that belong to hell. My favorite was Ghost Rider, but after watching Spawn, I couldn't decide over who was better overall. Spawn is an anti-hero comic book character created from the mind of Todd McFarlane. As for the movie, I was hoping for it to be a little more than just satisfactory. And the only thing I can really say that doesn't negatively criticize it, are its visuals.

Spawn is the story of an ex-assassin, Al Simmons, who was left for dead after his evil boss, Jason Wynn, burned him in an explosion. Its not until he is brought to hell and made a deal with Malebolgia to become the leader of Hell's army. Simmons is portrayed by Michael Jai White, and Wynn by Martin Sheen. White was a good choice for Spawn but there were some times where he sounded like he was growling more than talking and it just became tiresome after a while. Sheen was an interesting choice as the villain because of his acting style. Sheen is very smooth and it never seems like he's out of step with his character.

One character that is less tolerable than the others, is The Violator, played by John Leguizamo. It's understandable that Leguizamo was only acting out the personality of The Violator, but it felt like every time he was on screen, it was just another drawback. Almost like Leguizamo's character was supposed to be stealing the spotlight. Not to mention that The Violator wasn't even that funny to begin with; just a nuisance. The action was good in this film. Of course, that's when Spawn was busy trying to get vengeance, which wasn't all too often. Half the time, Simmons was trying to get in touch with his past, which wasn't ever successful.

The other issue was that Spawn didn't learn know how to really control his powers until the very end of the film. And as all origin comic book adaptations go, the superhero figures out how to control their superpowers quickly, but for Spawn, it takes an awful long time. But despite all these flaws, the visuals and special effects are the greatest things about this movie. The costume of Spawn is spectacular. Bright lime green colored eyes, a black suite of armor and a cloak that can be used as camouflage or to enhance anything he wields makes Spawn an awesome superhero. Another plus is how Spawn can form metal objects from his body. Even his costume has a mind of its own! It's a neat trick.

The sounds are cool listening to as well. Hearing how Spawn morphs his skin can get the skin crawling. Also the Violator in his true form was cool to see in the real world as well. What I couldn't understand was the transition between the real world and hell. Whenever the screen is focused on hell, I felt like a video game simulation and not a movie. Another thing I would've like to see was Spawn being a rated ""R"" film; PG-13 just didn't seem like the right tone for this kind of story. The musical score was produced by Graeme Revell and sadly I didn't feel much from it either. There was music but no emotional connection.

Todd McFarlane's comic book adaptation has ensnaring visuals and some decent action sequences but is weighed down by an unsupported soundtrack and a slow moving script. Viewers may also be turned off by Leguizamo's obnoxious character role."
Ace Ventura: When Nature Calls (1995),"Well, then god help you. I've known people who are not big fans of Jim Carey's style of comedy and I can see their point. He's just outrageous and rarely witty. But this movie has a bit of everything: clever dialogues, beautiful locations, and of course Jim Carey at his very best.

I find it much funnier than any of his other works. The Mask had too few of the 'mask' scenes, Pet Detective was just about OK, nothing great. This movie though is better because the story flows freely(unlike P.D) and it has a lot of Jim Carey (unlike The Mask). The scene at the monastery is actually brilliantly shot and to have such OTT comedy at what otherwise seems so mystical a location, I've never seen something like that. And lastly, yes it may seem a bit absurd, it's Ace's love for animals that comes out quite well. To have gone to a seclusion for losing a racoon(he was not paid to find anyways) is both hilarious and heart warming.

The rhino scene alone would've made this one of my favorite comedies, but there's so much more on offer.

8/10"
Powder (1995),"Knocking off another film on a list recommended by PW, this time it's Victor Salva's Powder. This is the second Salva film to appear in this thread, the first was the co called return to B-Horror Jeepers Creepers. One film is about style, one is about substance. Guess which one is which.

A lot of people hate Salva's film simply because of his criminal record, which is weird because I don't usually hear the same mud flinging when people review a Roman Polanksi film. He hasn't done much work in his career, which pretty much consists of Jeepers Creepers I & II and Powder, then there are a bunch of other films that not a lot of people have seen. To say this is his best isn't really saying much, so I'll just say it's his bravest, as well as those involved.

Sean Patrick Flanery gives a wonderful performance here, you feel his heartache from just his eyes. His dedication to the role is admirable. There are certain actors that when you cast them, you know exactly what your getting, case in point: Jeff Golblum. The guy has the exact same style in everyone one of his movies, yet he still remains likable, at least to me.

The film has some bits that really bring it down, but it also has some really powerful scenes. The ""bald as a baby"" bit where they disrobe him is the most powerful scene in my opinion. Here is a guy who just wants to be normal, who longs for something insignificant to us, but near and dear to him. He is then humiliated for this.

I wasn't too big a fan of the climax ending, when he becomes raw energy or something. It was interesting, but just didn't really sit well with me. The film dipped into science fiction, then it went full throttle at the end there.

On a side note: If he can't grow hair, why does he have eyelashes?"
Dangerous Minds (1995),"I'm not about to call this movie a ""feel-good movie"" or a ""coming-of-age-tale."" What am I gonna do is call it what it really is - a great movie.

Michelle Pfeiffer is at her best. She is absolutely fantastic in this movie. The actors in the classroom hold their own against her as well.

Basically, the plot is as follows: White teacher enters a mostly-minority ""alternative"" (read: group of kids that act out) classroom and commands respect. In turn, she changes their lives as they change hers. It's basically the story of Raul, Emilio, and Carrie, and how they cope with life as a result of Ms. Johnson.

The movie has some really good lines (my favorite: ""You asked me how I was gonna save your life. This is it. This moment."") and really good drama. Sure, some of it is hokey-it-only-happens-in-the-movies, but the majority of it is good. I'm a guy, and I shed a few tears.

Overall: 9/10."
Clueless (1995),"""Let's set 'Emma' in a modern high school!"" Does this sound the obvious kind of movie gimmick that everyone uses nowadays? Perhaps, but it's an inspired idea all the same. Jane Austen's characters, and her readers, and the society in which her novels are set, like Jane Austen herself, are HEAVILY conscious of class and social standing. No atmosphere quite so snobbish exists in the modern world. EXCEPT, that is, in the corridors and courtyards of the right kind of high school. And where else in the modern world would you find so many people who seem to spend all their time calling on one another?

I was reminded of how well Heckerling moulded ""Emma"" to fit a modern setting when I saw the idiotic 1998 version of ""Great Expectations"", adapted by someone who somehow failed to notice how important all the stuff about class and snobbishness was. It's clear that Heckerling understood her source. She isn't afraid to make changes - even radical changes, if the modern setting requires as much - and no character exists MERELY because they have an analogue in Austen's novel. (The most crucial thing is that the Emma-equivalent be sufficiently charming; and so she is.) The result is a film which is winning and satisfying, whether or not you know anything about the source material."
Bio-Dome (1996),"This is an example of writers smoking crack in the back room and being ""enlightened"" enough to write a movie. Bio Dome is not the absolute worst movie I have ever seen, and by no means deserves to be on the bottom 100 list, but it's pretty darn close. I have braved worse before, such as some of the other Paul Shore movies out there. If you can sit through Jury Duty, you'll have no problem watching this. Not that I would recommend putting yourself through such an unnecessary hell.

Bio Dome was absolutely torturous. It's not meant to be taken seriously, but I'm convinced that you would either have to be retarded, or have recently had a lobotomy to enjoy this movie. Movies that have plots that can be summed up in one sentence usually aren't that great to begin with. Here's the whole synopsis: Two stoners go into a bio dome and then come out some time later. Nothing else worthy of mentioning happens, believe me.

There have to be better forms of entertainment than this. Go outside and run yourself into exhaustion. I admit, embarrassed enough, that I did sit through this entire movie, and probably lost precious IQ points as a result. I am now mentally retarded. Don't take the route I did kids.

2/10"
"Bridges of Madison County, The (1995)","I don't get what the hype was about this book or this movie. It was FOUR DAYS of her life, yet decades later, she remembers it like it was yesterday? Please. It was FOUR DAYS. You can't fall in love, true love, with someone in FOUR DAYS and then remember every second of that weekend decades later. I don't buy it.

Francesca broke the rules of marriage. There was no reason for her to have an affair. None at all. She brought it all upon herself.

And what did the photographer care? He was just passing through town and had ladies like her everywhere. What made her so special? She was a married woman with kids. A true love would not make you break your vows to your husband and take advantage of you in your own home like that. I didn't buy the ""love"" story at all.

This movie is about LUST. Plain and simple. No love. If she would've gotten out of that truck it would've been for lust, not love. And then what? Would it have been forever? Anyone who breaks the vows of marriage does not live ""happily ever after"". If it wasn't that photographer, it would've been someone else. Anyone who gave her the slightest bit of attention. It just happened to be him.

If you are looking for a true love story, this isn't the movie for you."
Jeffrey (1995),"With AIDS being the subject matter for 'Jeffrey' I had the preconceived idea it was going to be somber and judgmental, despite it being a romantic comedy. Turns out I was completely wrong and this was indeed a very funny movie.

Steven Weber stars as the titular Jeffrey - an unemployed actor who vows never to have sex again ""because it is too dangerous"". With temptation around every corner, it is proving to be a very difficult task. And then he meets gorgeous hunk Steve (Michael T. Weiss), who happens to be HIV positive.

The film follows Jeffrey and Steve as they enter into a relationship. Off course they encounter obstacles - especially on an intimate level. There are hilarious moments through their adventures and misadventures, and friends they meet along the way. There's eye candy galore!!

Although essentially a comedy, the film also has a fair share of drama, but it never becomes depressing. The dialogue is really funny, and I loved the satire. The film is very well acted. Patrick Stewart, especially was just fabulous! He stole the show in every scene he was in. This man should be gay! Also look out for Nathan Lane as a priest. He is a comedy legend!

The film has a touching, beautiful ending. 'Jeffrey' definitely is a thought-provoking film, told in a funny, lighthearted manner. I've said this before; gay-themed movies are not generally my genre of choice, as I generally found it too clichéd and predictable, but 'Jeffrey' was an absolute delight to watch. I thoroughly enjoyed this movie."
